PATRIC.ID,CDMM_A,CDMM_B,CDMM_C,Comm_A,Comm_B,Comm_C,IEC_A,IEC_B,IEC_C
fig|645463.3.peg.293,25.79,30.23,32.8,53.01,56.25,62.93,49.15,56.05,55.61
fig|645463.3.peg.294,66.09,73.66,75.33,48.01,52.38,61.78,49.95,66.98,66.58
fig|645463.3.peg.295,62.16,65.23,66.57,45.84,49.97,54.84,49.56,60.41,59.29
fig|645463.3.peg.296,16.46,19.31,19.95,22.54,26.74,28.38,22.6,29.37,30.35
fig|645463.3.peg.297,14.67,18.48,17.56,21.97,25.8,26.83,21.77,29.19,30.15
fig|645463.3.peg.298,22.67,30.34,27.07,35.38,42.25,41.46,54.02,63.29,61.72
fig|645463.3.peg.299,512.31,583.16,525.58,136.13,159.43,159.13,217.09,292.34,285.89
fig|645463.3.peg.300,10.44,11.29,15.15,6.31,6.36,8.01,2.65,6.1,8.19
fig|645463.3.peg.301,133.56,152.88,169.16,371.42,437.69,399.07,345.7,415.36,410.98
fig|645463.3.peg.302,18.58,22.29,23.27,28.31,32.35,31.19,40.71,44.99,44.35
fig|645463.3.peg.303,251.51,281.29,299.94,881.29,988.1,820.2,532.25,546.95,542.23
fig|645463.3.peg.304,127.68,131.79,169.28,448.1,467.62,419,271.65,277.32,274.77
fig|645463.3.peg.305,184.41,186.94,235.78,705.73,739.31,645.71,366.12,403.37,403.26
fig|645463.3.peg.306,325.28,350.67,458.41,1228.34,1280.66,1121.93,742.02,860.62,860.24
fig|645463.3.peg.307,483.9,524.03,688.88,1454.5,1465.31,1345.23,1054.08,1243.76,1227.53
fig|645463.3.peg.308,1041.3,1152.94,1476.93,2669.32,2656.98,2435.75,2040.04,2409.94,2384.12
fig|645463.3.peg.309,1928.93,1983.17,2398.32,2924.58,2819.63,2753.44,3032.83,3350.72,3265.57
fig|645463.3.peg.310,78.12,84.53,109.12,244.18,259.41,218.66,141.01,142.59,141.55
fig|645463.3.peg.311,11.32,11.8,9.96,12.33,14.07,12.45,11.29,13.43,14.13
fig|645463.3.peg.313,8.1,8.73,8.31,8,9.99,9.59,8.64,9.83,10.76
fig|645463.3.peg.314,10.83,12.62,12.24,11.23,12.09,13.1,8.03,12.35,12.56
fig|645463.3.peg.315,166,187.56,181.63,164.77,174.34,192.45,163.12,188.35,179.7
fig|645463.3.peg.316,116.27,129.58,143.69,118.43,131.38,123.28,112.33,129.37,125.7
fig|645463.3.peg.317,66.47,68.84,72.03,22.88,26.08,31.05,22.63,25.89,29.17
fig|645463.3.peg.318,231.68,255.34,270.79,78.79,77.34,75.02,96.24,148.2,140.04
fig|645463.3.peg.319,146.58,175.18,187.99,49.35,51.76,50.15,61.62,71.32,74.4
fig|645463.3.peg.320,195.52,240.5,245.34,39.27,43.59,44.3,41.23,51.26,51.58
fig|645463.3.peg.321,87.72,111.19,124.14,13.79,16.28,16.76,18.56,22.68,25.41
fig|645463.3.peg.322,60.4,78.79,89.03,8.53,9.34,9.85,12.94,19.13,20.46
fig|645463.3.peg.323,74.44,94.51,108.49,11.18,12.95,12.69,19.59,28.19,27.75
fig|645463.3.peg.324,111.83,134.72,153.28,16.13,17.52,18.72,31.43,38.03,35.65
fig|645463.3.peg.325,13.49,15.18,16.73,5.83,6.05,6.87,10.1,12.99,13.76
fig|645463.3.peg.326,12.14,16.83,14.73,17.79,18.81,19.56,31.58,37.76,37.82
fig|645463.3.peg.327,14.54,16.63,18.03,25.6,30.57,30.79,51.82,61.26,58.76
fig|645463.3.peg.331,24.14,30.02,32.06,30.06,34.39,36.85,19.71,27.36,27.09
fig|645463.3.peg.332,115.37,118.52,124.53,130.38,147.49,148.38,114.27,117.4,112.08
fig|645463.3.peg.333,66.58,77.9,77.2,75.49,86.23,86.39,65.38,71.37,68.41
fig|645463.3.peg.334,129.22,160.63,145.11,155.99,197.87,195.55,102.46,122.77,120.54
fig|645463.3.peg.335,8.72,8.63,11.16,13.46,14.89,14.87,16.9,17.83,18.84
fig|645463.3.peg.336,28.23,33.64,32.81,37.11,47.35,41.38,38.43,44.08,43.16
fig|645463.3.peg.337,172.26,164.97,183.61,333.83,306.19,328.15,525.95,528.9,564.24
fig|645463.3.peg.338,349.22,340.11,351.32,556.04,543.47,560.45,667.14,718.38,742.46
fig|645463.3.peg.339,7.75,8.36,9.63,19.11,22.12,22.93,14.69,19.48,20.58
fig|645463.3.peg.340,43.68,50.71,48.67,120.52,128.12,127.32,108.98,128.71,128.76
fig|645463.3.peg.341,44.86,51.4,52.53,114.81,127.95,122.62,113.93,140.34,138.8
fig|645463.3.peg.342,45.96,52.31,56.02,111.14,119.71,112.39,140.53,157.22,158.54
fig|645463.3.peg.343,19.14,22.81,23.28,57.47,61.6,59.33,44.82,53.64,52.08
fig|645463.3.peg.344,18.58,24.9,22.21,47.95,54.46,54.09,51.26,58.85,56.6
fig|645463.3.peg.345,4.69,4.12,6.1,11.71,11.44,10.4,13.35,12.79,14.16
fig|645463.3.peg.346,17.87,20.62,19.96,37.23,44.46,42.81,25.46,28.21,29.9
fig|645463.3.peg.347,10.16,11.97,14.02,24.52,29.34,27.02,15.62,20.12,19.07
fig|645463.3.peg.349,1304.58,1388.59,1483.22,3057.25,3339.95,3615.43,201.3,192.28,199.24
fig|645463.3.peg.350,1409.63,1530.43,1684.89,3251.65,3553.39,3836.96,163.18,189.86,198.6
fig|645463.3.peg.351,210.44,281.25,329.96,1177.96,1292.36,1348.71,17.44,27.07,30.34
fig|645463.3.peg.352,399.95,448.14,532.43,1794.09,1969.19,1897.09,38.59,38.69,38.72
fig|645463.3.peg.353,67.21,78.25,80.99,121.56,140.28,131.58,62.7,63.8,61.3
fig|645463.3.peg.354,77.66,82.78,91,121.68,127.28,126.79,80.25,76.67,78.91
fig|645463.3.peg.355,89.98,98.01,107.73,124.34,130.21,137.21,89.7,96.28,98.18
fig|645463.3.peg.356,185.83,208.21,223.05,185.06,195.88,206.6,194.03,204.47,205.63
fig|645463.3.peg.360,523.21,610.32,608.19,376.87,440.7,496.74,421.85,578.96,541.48
fig|645463.3.peg.362,11.46,13.03,12.78,6.64,10.5,10.2,8.83,10.79,13.11
fig|645463.3.peg.363,20.38,20.6,20.06,15.2,17.28,18.84,26.85,32.6,32.11
fig|645463.3.peg.364,4.23,4.78,4.61,4.82,5.58,5.4,5.96,7.72,7.61
fig|645463.3.peg.365,4.27,5.27,5.92,9.2,11.28,10.4,6.45,7.69,7.48
fig|645463.3.peg.366,6.56,8.96,8.56,17.39,19.33,17.91,6.95,12.25,11.8
fig|645463.3.peg.367,41.42,45.63,51.45,81.95,94.84,89.19,62.84,75.7,73.92
fig|645463.3.peg.368,68.25,76.8,72.81,100.12,118.85,105.91,85.3,110.52,102.32
fig|645463.3.peg.369,4.45,6.04,7.13,4.97,5.83,5.65,5.16,6.97,5.56
fig|645463.3.peg.370,2.32,2.46,2.76,3.55,3.29,4.03,5.93,7.87,9.3
fig|645463.3.peg.371,5.97,7,7.62,7.7,8.54,9.22,16.07,17.91,19.15
fig|645463.3.peg.372,84.41,94.73,92.32,81.56,91.7,86.17,134.99,149.03,147.95
fig|645463.3.peg.373,17.6,21.49,20.8,21.85,24.19,24.33,42.95,46.36,45.51
fig|645463.3.peg.374,13.48,15.46,15.98,15.96,18.96,18.71,25.58,29.87,29.95
fig|645463.3.peg.375,21.5,25.46,26.36,25.54,28.66,30.63,39.58,44.27,44.71
fig|645463.3.peg.376,366.46,420.07,396.96,204.39,239.57,250.08,293.35,338.75,332.11
fig|645463.3.peg.377,344.05,411.5,376.85,177.52,191.26,215.86,254.4,307.42,307.14
fig|645463.3.peg.378,8.69,11.3,9.39,15.64,17.12,20.26,15.16,19.6,22.08
fig|645463.3.peg.379,5.04,5.82,5.4,7.69,9.39,9.73,10.01,11.74,10.25
fig|645463.3.peg.380,5.15,7.11,5.67,8.56,9.02,10.14,6.21,7.99,8.6
fig|645463.3.peg.384,6.1,7.07,6.72,10.05,10.58,10.79,13.43,13.18,13.47
fig|645463.3.peg.386,19.98,24.94,22.74,15.6,18.55,18.29,17.92,21.19,19.91
fig|645463.3.peg.387,628.87,713.66,762.85,674.84,803.53,848.77,715.3,968.01,939.32
fig|645463.3.peg.388,378.57,408.71,422,407.59,467.81,469.53,372.52,466.37,457.33
fig|645463.3.peg.389,2393.99,2441.12,2615.71,2046.86,2111.55,2441.64,4025.01,4792.41,4662.04
fig|645463.3.peg.390,632.18,706.64,624.32,201.64,188.39,246.26,1451.44,1588.36,1596.36
fig|645463.3.peg.391,385.91,412.07,394.14,156.67,146.31,180.04,1022.23,962.54,981.02
fig|645463.3.peg.392,588.69,638.49,590.54,350.93,343.74,421.9,1714.09,1880.01,1872.43
fig|645463.3.peg.393,751.19,851.73,756.38,645.41,676.52,810.13,2396.1,2740.02,2705.43
fig|645463.3.peg.394,874.27,872.98,876.3,922.24,958.92,1177.13,2997.78,2985.72,2906.07
fig|645463.3.peg.395,1315.39,1346.15,1420.91,1622.31,1814.15,2180.78,4692.1,5205.2,4927.79
fig|645463.3.peg.396,1342.25,1309.31,1401.07,1570,1751.82,2085.36,4987.43,5057.42,4602.91
fig|645463.3.peg.397,73.29,88.94,81.03,79.96,88.08,89.47,40.43,51.12,53.4
fig|645463.3.peg.398,2470.58,2637.7,2803.24,3271.95,3429.07,3719.17,3280.04,3284.26,3347.92
fig|645463.3.peg.399,13.64,16.94,19.45,17.23,19.75,17.21,15.08,14.87,14.77
fig|645463.3.peg.402,17,19.36,21.07,24.72,24.32,25.61,21.39,20.57,21.5
fig|645463.3.peg.401,70.45,79.88,84.77,197.74,203.18,195.97,84.05,84.24,82.4
fig|645463.3.peg.403,40.63,42.64,49.23,54.68,54.97,56.86,44.31,45.6,44.01
fig|645463.3.peg.406,11.02,12.31,15.62,15.17,16.06,14.86,10,9.65,10.07
fig|645463.3.peg.407,22.58,24.53,26.47,36.27,35.77,36.66,18.52,22.51,23.65
fig|645463.3.peg.408,14.95,16.24,20.05,46.68,55.12,70.07,41.66,60.33,59.11
fig|645463.3.peg.409,19.48,22.01,21.03,31.17,35.95,35.52,26.97,30.5,31.88
fig|645463.3.peg.410,10.22,11.5,9.96,16.03,18.53,17.87,14.54,16.69,15.01
fig|645463.3.peg.411,8.93,11.38,10.73,18.11,18.42,17.13,14.61,15.02,14.63
fig|645463.3.peg.412,0.65,0.44,0.34,1.14,1.11,0.84,1.73,1.56,1.58
fig|645463.3.peg.413,0.35,0.58,0.91,1.69,1.4,1.43,1.75,1.85,2.1
fig|645463.3.peg.414,0.72,1.1,0.84,2,2.2,2.34,2.52,3.3,2.64
fig|645463.3.peg.415,0.36,0.43,0.24,0.53,0.92,0.71,0.61,0.66,0.62
fig|645463.3.peg.416,0.78,0.94,1.03,1.43,1.28,1.43,0.99,1.11,1.31
fig|645463.3.peg.417,0.42,0.49,0.44,0.48,0.81,0.75,0.71,1.07,0.88
fig|645463.3.peg.418,0.34,0.45,0.5,0.32,0.55,0.55,1.05,0.93,0.87
fig|645463.3.peg.419,1.1,1.29,1.17,1.75,2.03,2.28,2.27,2.92,2.93
fig|645463.3.peg.420,0.32,0.8,1.14,1.37,1.69,1.37,1.75,1.9,2
fig|645463.3.peg.421,15.82,22.22,22.64,25.46,28.26,27.8,20.13,21.05,21.82
fig|645463.3.peg.422,7.27,8.84,7.76,10.64,12.33,13.72,9.82,10.94,10.49
fig|645463.3.peg.423,6.69,8.05,8.35,12.08,13.56,12.98,14.8,15.55,15.64
fig|645463.3.peg.424,2.55,2.32,2.66,4.8,4.98,4.49,3.93,4.17,4.8
fig|645463.3.peg.425,0.13,0.22,0.21,0.37,0.45,0.32,0.4,0.74,0.62
fig|645463.3.peg.426,2.41,2.56,2.22,2.63,2.84,2.77,3.81,5.13,5.44
fig|645463.3.peg.427,6.55,7.69,7.23,10.41,10.35,10.07,10.11,9.3,9.35
fig|645463.3.peg.428,9.34,10.67,10.96,14.68,17.09,15.91,15.67,19.22,18.63
fig|645463.3.peg.429,49.05,52.7,54.39,79.26,83.74,81.36,52.51,58.74,59.48
fig|645463.3.peg.430,54.26,62.62,62.45,92.29,104.58,94.24,63.14,64.86,63.17
fig|645463.3.peg.431,32.49,39.64,36.32,57.47,61.39,63.02,34.27,35.77,35.18
fig|645463.3.peg.433,34.95,41.48,40.57,87.74,99.33,90.39,38.52,37.37,37.33
fig|645463.3.peg.435,17.39,23.31,24.52,13.44,13.36,12.6,26.27,34.25,35.69
fig|645463.3.peg.437,18.24,25.7,27.81,29.98,33.52,33.13,15.58,23.32,24.9
fig|645463.3.peg.438,82.99,102.61,101.83,116.32,128.91,130.68,90.33,114.45,110.43
fig|645463.3.peg.439,0.65,0.94,0.56,0.46,0.66,0.87,0.88,1.07,1.09
fig|645463.3.peg.440,1.21,1.35,1.75,1.42,1.62,1.54,1.74,2.27,2.32
fig|645463.3.peg.441,4.84,6.36,6.34,4.78,6.58,6.66,6.96,9.99,10.89
fig|645463.3.peg.442,27.81,36.03,34.57,47.11,54.8,54.41,69.18,89.33,91.57
fig|645463.3.peg.443,30.8,32.55,30.96,47.42,51.64,50.55,89.56,95.91,101.84
fig|645463.3.peg.444,4.87,4.87,7.52,4.06,4.35,4.86,8.21,7.59,7.29
fig|645463.3.peg.445,18.72,22.99,25.52,18.59,20.51,19.13,19.91,21.7,19.8
fig|645463.3.peg.446,18.27,20.52,20.49,16.41,17.99,17.94,19.26,20.8,20.22
fig|645463.3.peg.447,13.13,15.64,17.06,11.72,16.11,15.21,11.08,17.09,15.62
fig|645463.3.peg.448,12.72,16.81,13.85,18.56,19.12,25.43,13.36,16.1,16.73
fig|645463.3.peg.449,5,6.14,7.09,7.95,7.55,8.18,7.96,7.63,7.98
fig|645463.3.peg.450,3.24,3.43,4.3,4.53,5.24,5.72,6.38,7.01,6.03
fig|645463.3.peg.451,8.24,8.93,10.61,11.53,12.14,10.16,12.48,14.37,15.17
fig|645463.3.peg.452,6.73,7.08,7.68,10.8,10.23,9.73,13.65,13.41,13.92
fig|645463.3.peg.453,16.14,17.32,17.96,32.21,29.59,30.57,35.23,36.2,35.19
fig|645463.3.peg.454,18.08,18.38,20.67,35.27,35.58,38.02,38.5,39.29,38.61
fig|645463.3.peg.455,2.16,2.28,2.42,2.79,3.68,3.29,3.51,4.67,4.5
fig|645463.3.peg.456,0.62,0.79,0.86,1.09,1.96,1.78,2.19,2.07,2.14
fig|645463.3.peg.457,6.76,6.46,7.3,12.46,12.9,11.67,10.12,11.74,12.5
fig|645463.3.peg.458,4.55,5.87,5.38,10.08,10.53,10.75,6.78,9.25,9.08
fig|645463.3.peg.459,2.79,4.42,4.11,5.67,7.81,8.01,6.87,8.27,8.71
fig|645463.3.peg.460,108.1,119.84,115.86,101.46,117.99,119.89,102.9,122.83,127.58
fig|645463.3.peg.461,15.44,19.06,21.05,49.94,62.97,49.42,34.13,41.23,42.84
fig|645463.3.peg.462,618.71,592.22,684.79,1890.66,1879.07,2344.16,342.03,412.86,401.95
fig|645463.3.peg.463,2.78,2.72,3.07,1.02,1.25,1.25,4.41,4.74,4.46
fig|645463.3.peg.464,3.04,1.63,2.85,2.75,2.23,3.46,5.09,4.92,5.39
fig|645463.3.peg.465,7.25,8.27,8.45,8.25,8.92,10.35,12.78,14.03,13.67
fig|645463.3.peg.466,4.77,4.79,5.61,5.7,7.59,6.52,10.75,11.2,10.59
fig|645463.3.peg.467,4.32,3.59,4.47,5.61,6.74,5.87,8.03,8.76,9.02
fig|645463.3.peg.468,3.87,4.87,4.33,5.41,8.27,6.72,7.57,8.89,8.31
fig|645463.3.peg.469,1.63,2.25,1.57,3.09,4.19,4.13,3.58,4.1,3.84
fig|645463.3.peg.470,13.32,15.61,17.84,24.68,30.44,29.08,19.32,23.68,24.63
fig|645463.3.peg.471,48.29,54.46,65.15,99.14,122.11,119.01,77.28,94.54,88.67
fig|645463.3.peg.472,20.22,25.82,26.15,56.76,78.5,70.57,31.03,33.94,35.39
fig|645463.3.peg.473,20.69,25.94,23.26,25.71,28.43,27.33,40.13,43.57,41.24
fig|645463.3.peg.474,23.19,31.04,27.61,29.5,38.69,37.4,43.63,51.73,50.44
fig|645463.3.peg.475,488.82,592.77,574.3,541.41,581.69,662.93,1033.1,1155.51,1182.02
fig|645463.3.peg.476,29.71,36.73,36.46,45.4,53.81,50.97,66.12,70.41,73.3
fig|645463.3.peg.477,60.6,62.73,73.57,95.72,106.38,105.24,160.49,158.48,163.83
fig|645463.3.peg.479,10,12.98,14.14,22.02,27.61,24.91,12.88,14.75,14.86
fig|645463.3.peg.480,15.18,19.09,23.15,41.44,49,41.7,31.5,35.2,35.67
fig|645463.3.peg.481,4.44,4.51,5.09,9.02,8.44,9.64,16.94,18.07,19.01
fig|645463.3.peg.482,4.17,4.94,5.36,8.94,10.31,9.87,16.65,20.33,18.46
fig|645463.3.peg.483,0.39,0.52,0.83,0.88,1.45,1.18,1.44,1.48,2.19
fig|645463.3.peg.484,11.23,13.87,13.52,12.18,13.45,14.22,47.32,55.35,52.57
fig|645463.3.peg.485,6.42,7.86,8.3,10.04,10.87,11.33,31.6,41.44,40.27
fig|645463.3.peg.486,1.22,1.42,1.64,1.54,2.01,1.73,24.72,26.62,28.15
fig|645463.3.peg.487,1.87,2.45,2.79,1.63,2.3,1.5,1.87,2.52,1.97
fig|645463.3.peg.488,2.01,2.12,2.33,1.93,1.79,2.44,2.87,2.32,2.79
fig|645463.3.peg.489,16.31,22.43,21.68,25.49,35.32,35.11,18.57,20.61,20.35
fig|645463.3.peg.490,14.23,16.5,17.26,23.94,30.24,29.07,19.51,18.42,18.08
fig|645463.3.peg.491,17.57,20.01,20.74,27.41,35.18,36.13,21.72,23.28,20.29
fig|645463.3.peg.492,19.58,22.28,26.3,35.6,44.41,40.49,22.73,25.41,23.99
fig|645463.3.peg.493,29.08,33.68,36.19,52.05,60.55,59.23,33.84,35.5,36.14
fig|645463.3.peg.494,19.72,23.25,26.4,45.12,52.83,51.53,28.8,29.44,27.44
fig|645463.3.peg.495,11.18,12.51,15.08,29.98,32.06,28.03,16.21,16.79,17.19
fig|645463.3.peg.496,9.33,12.44,13.71,25.02,29.85,26.68,13.08,13.67,14.98
fig|645463.3.peg.497,7.65,9.34,10.84,19.64,22.53,19.62,10.68,13.92,14.72
fig|645463.3.peg.498,7.37,9.42,10.62,18.05,20.04,15.29,14.85,16.79,17.1
fig|645463.3.peg.499,3.31,3.86,3.99,5.68,6.06,5.5,7.99,9.86,9.03
fig|645463.3.peg.500,107.6,118.17,124.4,151.77,164.77,184.65,162.36,188.62,189.08
fig|645463.3.peg.501,214.4,229.69,251.48,304.03,333.52,370.11,304.94,419.37,402.97
fig|645463.3.peg.502,61.79,62.57,72.31,92.73,110.14,117.82,91.77,118.56,108.82
fig|645463.3.peg.503,37.45,37.98,40.01,84.07,82.72,80.37,108.26,98.57,104.54
fig|645463.3.peg.504,67.23,76.46,81.86,152.76,166.56,158.05,159.82,184.87,188.42
fig|645463.3.peg.505,229.77,234.21,251.7,448.96,455.41,437.53,792.17,792.2,802.42
fig|645463.3.peg.506,20.06,23.16,21.32,67.76,66.5,67.99,54.23,60.89,56.94
fig|645463.3.peg.507,3.27,4.54,5.15,8.01,8.74,7.53,4.67,5.67,5.76
fig|645463.3.peg.509,0.57,0.7,0.72,1.07,1.01,0.8,1.26,1.22,1.63
fig|645463.3.peg.510,10.04,11.1,10.9,10.62,9.73,11.26,9.68,9.15,9.22
fig|645463.3.peg.511,58.74,66.45,63.03,57.28,66.6,68.41,56.81,61.57,59.85
fig|645463.3.peg.513,19.64,22.38,22.17,19.9,19.4,19.49,18.01,17.1,17.46
fig|645463.3.peg.514,30.42,35.41,36.31,23.61,24.86,25.57,23.9,25.81,25.95
fig|645463.3.peg.515,49.52,59.02,55.19,71.66,68.3,64.06,55.7,54.67,53.41
fig|645463.3.peg.516,125.19,142.25,137.76,208.47,213.51,218.65,193.99,212.41,205.64
fig|645463.3.peg.517,214.86,246.42,232.33,109.17,141.1,140.18,157.96,168.13,160.57
fig|645463.3.peg.518,184.64,212.1,185.47,70.95,84.92,90.65,146.42,165.34,169.41
fig|645463.3.peg.519,21.25,33.96,33.56,29.09,33.22,30.67,28.83,36.47,40.89
fig|645463.3.peg.520,23.04,26.51,26.82,25.97,27.84,27.07,43.28,47.62,49.05
fig|645463.3.peg.521,43.65,47.1,49.61,49.95,56.53,51.38,85.38,91.51,91.24
fig|645463.3.peg.522,287.08,308.68,287.73,67.89,79.36,84.29,159.2,171.46,162.7
fig|645463.3.peg.523,191.88,209.46,207.77,79.33,85.51,84.1,175.93,167.23,166.48
fig|645463.3.peg.524,101.56,113.57,117.04,46.27,51.42,51.62,105.17,102.19,103.27
fig|645463.3.peg.525,44.87,48.56,43.9,11.76,12.78,12.93,29.21,28.04,28.52
fig|645463.3.peg.526,57.95,65.27,62.36,19.1,19.84,18.1,24.76,27.74,29.06
fig|645463.3.peg.527,3.42,3.79,3.97,4.81,6.28,4.85,2.86,3.3,2.39
fig|645463.3.peg.528,2.27,3.25,3.71,5.8,6.65,5.69,2.49,3.79,3.37
fig|645463.3.peg.529,13.39,13.7,13.76,13.44,15.27,15.14,10.98,11.84,12.44
fig|645463.3.peg.530,2191.37,2200.38,1795.55,498.84,414.14,500.5,756.58,989.34,977.41
fig|645463.3.peg.533,19.7,22.72,22.95,44.52,47.37,43.26,22.25,20.74,20.31
fig|645463.3.peg.535,74.84,90.26,101.45,144.4,170.39,165.96,127.61,160.5,160.93
fig|645463.3.peg.536,100.13,117.1,124.28,190.22,221.15,212,300.71,320,330.05
fig|645463.3.peg.539,8.18,9.16,10,21.06,23.88,23.61,7.94,9.35,9.36
fig|645463.3.peg.540,252,296.99,271.45,295.78,308.82,293.79,167.57,166.95,169.04
fig|645463.3.peg.541,230.94,326.63,292.18,347.9,404.18,381.06,138.49,173.97,169.79
fig|645463.3.peg.546,214.56,292.15,265.77,290.92,349.36,329.25,144.92,185.7,178.52
fig|645463.3.peg.547,489.89,516.61,403.63,105.16,87.15,100.63,557.5,545.22,520.57
fig|645463.3.peg.548,115.1,124.75,121.81,230.73,244.86,247.67,624.45,668.85,686.46
fig|645463.3.peg.549,161.55,171.26,173.52,317.43,333.7,327.71,854.33,889.76,911.38
fig|645463.3.peg.550,6.31,6.48,7.28,12.3,16.04,16.44,17.54,22.27,22.2
fig|645463.3.peg.553,51.02,56.63,57.06,80.14,82.62,98.81,56.46,78.25,76.21
fig|645463.3.peg.554,18.3,20.74,20.36,28.13,29.33,31.23,14.57,24.22,20.94
fig|645463.3.peg.558,4.08,4.54,4.22,8.03,9.94,7.8,3.97,3.79,4.25
fig|645463.3.peg.559,8.51,9.34,10.36,15.18,16.56,15.22,8.02,8.14,8.33
fig|645463.3.peg.560,417.86,488.52,469.65,77.87,98.22,95.65,159.98,212.53,208.38
fig|645463.3.peg.562,188.91,215.13,215.37,66.35,75.87,73.31,79.35,90.22,89.26
fig|645463.3.peg.564,20.51,28.99,23.83,44.85,53.64,52.94,62.21,83.17,85.6
fig|645463.3.peg.565,25.64,28.53,28.8,41.29,48.29,44.78,68.3,69.75,70.25
fig|645463.3.peg.566,39.12,42.36,46.22,53.67,61.67,60.36,102.77,109.57,109.38
fig|645463.3.peg.568,50.78,72.26,68.35,124.33,140.03,136.73,44.8,50.56,44.92
fig|645463.3.peg.569,48.73,57.93,57.96,105.03,108.23,112.77,40.9,45.84,45.55
fig|645463.3.peg.570,19.72,20.51,20.97,44.24,52.81,54.68,30.12,31.87,33
fig|645463.3.peg.573,114.73,133.96,129.3,96.82,117.32,123.95,108.78,159.19,145.4
fig|645463.3.peg.574,32.18,36.21,36.09,70.27,88.3,76.22,37.92,38.58,36.54
fig|645463.3.peg.575,25.13,31.18,34.28,75.31,89.54,83.01,43.16,38.14,42.67
fig|645463.3.peg.577,45.4,53.85,54.01,111.77,129.87,118.46,51.7,49.39,48.6
fig|645463.3.peg.579,3.66,4.64,4.28,11.18,13.42,13.74,4.16,3.77,4.14
fig|645463.3.peg.580,30.88,34.38,34.97,45.7,52.38,46.6,27.11,31.13,30.33
fig|645463.3.peg.581,13.37,18.63,19.62,22.19,29.84,25.7,16.98,22.22,21.04
fig|645463.3.peg.583,41.91,63.18,49.78,46.37,64.03,66.67,34.03,40.7,36.83
fig|645463.3.peg.584,4.51,5.6,5.1,8.28,10.28,10.19,7.73,9.8,10.19
fig|645463.3.peg.585,3.7,4.41,3.55,6.23,7.84,7.15,6.98,8.11,8.29
fig|645463.3.peg.587,70.51,97.36,92.47,199.84,232.58,234.39,178.5,211.54,214.22
fig|645463.3.peg.588,7.12,9.86,9.26,12.5,12.74,12.85,15.55,16.38,16.74
fig|645463.3.peg.589,0.99,1.11,1.2,2.25,1.89,2.69,2.96,3.9,4.44
fig|645463.3.peg.590,0.17,0.89,0.45,0.51,0.42,0.72,0.25,0.45,0.61
fig|645463.3.peg.591,1.05,1.19,1.72,1.01,0.95,0.88,1.13,2.57,2.53
fig|645463.3.peg.593,5.09,5.79,7.7,4.75,4.5,3.91,3.96,3.81,3.5
fig|645463.3.peg.594,0.75,0.83,1.3,1.57,0.93,1.03,1.2,2.25,2.67
fig|645463.3.peg.595,1.57,2.42,2.04,4.9,5.31,4.83,3.77,4.52,4.63
fig|645463.3.peg.596,3.35,4.21,3.9,8.01,7.5,7.48,6.92,8.6,9.08
fig|645463.3.peg.597,3.92,3.41,6.08,12.27,11.46,13.04,6.61,8.72,8.23
fig|645463.3.peg.598,983.02,1209.71,1330.62,2512.01,2572.62,2494.09,1471.21,1434.96,1391.85
fig|645463.3.peg.599,1160.51,1347.43,1557.52,2599.89,2546.75,2466.99,1783.41,1965.53,1892.58
fig|645463.3.peg.600,160.77,191.52,228.42,408.4,421.41,381.47,178.19,200.19,197.58
fig|645463.3.peg.601,35.48,43.34,42.78,54.49,61.58,61.07,31.97,35.24,35.78
fig|645463.3.peg.602,7.35,9.14,9.96,13.94,15.64,15.29,10.53,13.91,15.13
fig|645463.3.peg.603,6.32,8.69,8.73,10.25,11.63,12.42,8.97,12.01,12.5
fig|645463.3.peg.605,9.88,12.28,11.48,13.48,15.95,18.62,11.1,12.75,14.03
fig|645463.3.peg.606,14.51,15.28,18.16,23.02,24.95,25.16,18.21,20.01,20.05
fig|645463.3.peg.607,11.28,13.44,12.78,17.96,21.15,21.12,15.27,15.59,18
fig|645463.3.peg.608,4.64,5.7,5.93,8.11,12.68,12.37,6.76,8.32,8.21
fig|645463.3.peg.609,12,13.62,14,27.09,46.62,40.81,14.51,17.91,17.32
fig|645463.3.peg.610,16.75,26.05,24.64,41.11,77.01,78.06,19.87,28.3,30.84
fig|645463.3.peg.611,31.51,38.37,33.77,31.15,39.7,40.38,18.35,22.89,22.28
fig|645463.3.peg.612,5.07,4.56,4.16,7.12,7.26,7.77,5.74,5.85,5.78
fig|645463.3.peg.613,4.74,6.86,6.66,13.55,17.74,16.73,9.12,9.38,9.73
fig|645463.3.peg.614,6.19,7.28,8.05,14.83,17.4,17.99,9.91,10.88,9.22
fig|645463.3.peg.617,9.34,9.75,11.07,17.18,20.44,20.16,10.98,11.89,12.14
fig|645463.3.peg.618,11.07,13.68,13.31,22.82,25.89,24.24,11.45,13.8,13.3
fig|645463.3.peg.619,9.72,10.53,12.18,19.11,23.43,21.21,12.54,12.44,12.55
fig|645463.3.peg.620,9.83,10.95,13.1,22.02,26.38,28.31,11.76,13.48,13.08
fig|645463.3.peg.621,136.96,153.77,137.14,167.56,197.79,187.03,77.67,86.94,80.86
fig|645463.3.peg.622,132.96,143.13,129.21,241.8,266,260.72,130.41,129.36,121.5
fig|645463.3.peg.623,1.4,1.61,0.98,1.83,2.36,1.93,2.67,3.2,2.82
