reaction	linear_coefficient
rxn02548_c	[0.0033995006235078722, 0.003242673904167546, 0.002962267812790963]
rxn05202_c	[0.22655544829560262, 1.0, 0.19029217325507977]
rxn02115_c	[0.0033407705724811513, 0.003242673904167546, 0.0033044836913129244]
rxn08352_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00187_c	[0.003233003779820469, 0.003338336729199253, 0.0033044836913129244]
rxn00376_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn08850_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00500_c	[0.00018645365714308523, 0.00020069468962837457, 0.0001773724797507941]
rxn05734_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00772_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn02229_c	[0.04962404214422846, 0.04987287692632384, 0.04332998405613028]
rxn00546_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn02503_c	[0.00208577210345384, 0.0018387972914599723, 0.00195453663282177]
rxn03135_c	[0.044354873197258275, 0.04347135736672788, 0.04277624781048168]
rxn01345_c	[0.07844339135824363, 0.06943099357185263, 0.05288844450231297]
rxn05429_c	[0.0011118796068165632, 0.0011430228269252388, 0.0010883103674460082]
rxn05645_c	[0.0009111710829194196, 0.0008723068942324192, 0.0009536841639786464]
rxn08310_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00915_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn03837_c	[0.029176291077536783, 0.02471207462094838, 0.026517922727507227]
rxn02853_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01967_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn06752_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn10224_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01135_c	[0.05974955909697131, 0.054022868346256026, 0.05288844450231297]
rxn01653_c	[0.06927123989401221, 0.043858939740309945, 0.04277624781048168]
rxn00474_c	[0.002905141844477123, 0.002685955711070654, 0.0027264262884685777]
rxn03147_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn03843_c	[0.07844339135824363, 0.07494196126543179, 0.09113063900769677]
rxn11809_c	[0.00010947737667116931, 9.516971768618255e-05, 9.187992718392937e-05]
rxn01116_c	[0.0033407705724811513, 0.003242673904167546, 0.0033044836913129244]
rxn00606_c	[1.0, 1.0, 1.0]
rxn02182_c	[0.07844339135824363, 0.07494196126543179, 0.07217241980774003]
rxn02811_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn03062_c	[0.10999340284766622, 0.09552820672637867, 0.09113063900769677]
rxn10258_c	[0.02875149604826584, 0.02263165473018152, 0.022629976931750898]
rxn08847_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01544_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00863_c	[0.038462481475800656, 0.03366986265974212, 0.036522025387357424]
rxn09113_c	[0.003350463881873911, 0.0032905053166833995, 0.003290480600806283]
rxn00711_c	[0.003004925911755533, 0.003162297406847091, 0.003074783873353101]
rxn10316_c	[0.0033995006235078722, 0.003338336729199253, 0.012659776491022054]
rxn01270_c	[0.06315134049915982, 0.054022868346256026, 0.05288844450231297]
rxn00908_c	[0.0018901953315881574, 0.0017125618110057613, 0.0017545626736567472]
rxn08299_c	[0.02875149604826584, 0.02263165473018152, 0.022629976931750898]
rxn01138_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn14090_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn02402_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn10324_c	[0.0033995006235078722, 0.003338336729199253, 0.012659776491022054]
rxn05452_c	[0.001953486939976177, 0.0018387972914599723, 0.0019343918359525662]
rxn01607_c	[0.08498295403033551, 0.10552497194219203, 0.10147916856035945]
rxn05465_c	[0.001953486939976177, 0.0018387972914599723, 0.0019343918359525662]
rxn08820_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05494_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05347_c	[0.0011118796068165632, 0.0011430228269252388, 0.0010883103674460082]
rxn04413_c	[0.07844339135824363, 0.07494196126543179, 0.07217241980774003]
rxn00404_c	[0.0026542561896056934, 0.0023817084788821845, 0.0024001788464892778]
rxn00145_c	[0.01818008686345605, 0.014854365676572863, 0.015068308058164415]
rxn05388_c	[0.0011118796068165632, 0.0011430228269252388, 0.0010883103674460082]
rxn14287_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01404_c	[0.04514060145274198, 0.051654473765703, 0.05288844450231297]
rxn01870_c	[0.0002086912492794165, 0.00022830870097773323, 0.00020095663218303267]
rxn01303_c	[0.22956094440202832, 1.0, 1.0]
rxn04736_c	[0.00010947737667116931, 9.516971768618255e-05, 9.187992718392937e-05]
rxn03489_c	[0.07844339135824363, 0.06799506498168599, 0.06332737997263256]
rxn00297_c	[0.06639004622568191, 0.07234772352062865, 0.06808892208139972]
rxn02131_c	[0.013054036778696616, 0.013542700137478327, 0.013724502706035821]
rxn06023_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn03481_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00611_c	[0.0026542561896056934, 0.0026805315302698873, 0.002583447364348131]
rxn05919_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00832_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05871_c	[0.00010947737667116931, 9.516971768618255e-05, 9.187992718392937e-05]
rxn01106_c	[0.00028737811376181943, 0.0003116438423713335, 0.0002579516672276092]
rxn00690_c	[0.0010953439613818556, 0.0011430228269252388, 0.00105981284992372]
rxn00931_c	[0.002882904252340792, 0.002965547575982911, 0.0029381923238497197]
rxn02418_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn08756_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn09450_c	[0.05974955909697131, 0.054022868346256026, 0.05288844450231297]
rxn00938_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05527_c	[0.07581023237143393, 0.07285513097917312, 0.07019233367644999]
rxn00412_c	[0.015505303665724517, 0.014388379235052437, 0.014060085541686218]
rxn10275_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn02339_c	[0.0017487870533878973, 0.0015976677994986083, 0.001615023105099336]
rxn00787_c	[0.07844339135824363, 0.07494196126543179, 0.07217241980774003]
rxn02737_c	[0.0033995006235078722, 0.003338336729199253, 0.0032885152547702636]
rxn04604_c	[0.0246928503860503, 0.02471207462094838, 0.024648387310743317]
rxn08846_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn03005_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn03437_c	[0.12781654784760066, 0.13516170962289123, 0.13297678680663205]
rxn00552_c	[0.002792813494455142, 0.0029108126606297176, 0.002719547577342508]
rxn01639_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05409_c	[0.0011118796068165632, 0.0011430228269252388, 0.0010883103674460082]
rxn00313_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00735_c	[0.10999340284766622, 0.09552820672637867, 0.09113063900769677]
rxn00775_c	[0.017792924682415827, 0.021736171790709462, 0.01979840463035526]
rxn02680_c	[0.021840166451228115, 0.02132985133799747, 0.02147238811653519]
rxn05363_c	[0.0011118796068165632, 0.0011430228269252388, 0.0010883103674460082]
rxn00547_c	[0.08498295403033551, 0.10552497194219203, 0.10147916856035945]
rxn00505_c	[0.013247902966551811, 0.01408462511020949, 0.013890083109570496]
rxn08647_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn10168_c	[0.107277565633683, 0.11101769466398678, 0.11737930932826929]
rxn03366_c	[0.0021228347570143922, 0.001960594805804465, 0.0020778620965820173]
rxn02421_c	[0.03327542056133385, 0.027222977224357927, 0.029590249918315305]
rxn07879_c	[0.019870714060487394, 0.01883620749168128, 0.01635806639430246]
rxn08025_c	[0.001603957607166663, 0.0016943168392213636, 0.001590947616158092]
rxn02895_c	[0.0031412024379243323, 0.003338336729199253, 0.003123917524253598]
rxn10283_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00189_c	[0.013247902966551811, 0.01589630149766563, 0.01718154638339479]
rxn00543_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn09992_c	[0.001603957607166663, 0.0016943168392213636, 0.001590947616158092]
rxn00420_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn06205_c	[0.06022453125721653, 0.0641197343532108, 0.06551972347581272]
rxn04045_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn09657_c	[0.07581023237143393, 0.07285513097917312, 0.07019233367644999]
rxn10253_c	[0.02875149604826584, 0.02263165473018152, 0.022629976931750898]
rxn10221_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn02792_c	[0.052031404041653864, 0.043690297028140646, 0.04277624781048168]
rxn05451_c	[0.001953486939976177, 0.0018387972914599723, 0.0019343918359525662]
rxn00469_c	[0.013247902966551811, 0.01589630149766563, 0.01718154638339479]
rxn02804_c	[0.021840166451228115, 0.02132985133799747, 0.02147238811653519]
rxn05005_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn02795_c	[0.001711724399827345, 0.0017031927714408004, 0.0017034636767202305]
rxn09996_c	[0.0033995006235078722, 0.003338336729199253, 0.003290480600806283]
rxn00048_c	[0.0016917675863716633, 0.0017125618110057613, 0.001771268114962916]
rxn07876_c	[0.0021228347570143922, 0.001960594805804465, 0.0020778620965820173]
rxn12191_c	[0.00010947737667116931, 9.516971768618255e-05, 9.187992718392937e-05]
rxn05231_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00283_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn08851_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn02155_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05549_c	[0.023745186844240495, 0.019995009753663293, 0.01899408676511412]
rxn02228_c	[0.01818008686345605, 0.014854365676572863, 0.015068308058164415]
rxn05170_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn02475_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00575_c	[0.08498295403033551, 0.09660071520289394, 0.10147916856035945]
rxn05460_c	[0.0011118796068165632, 0.0011430228269252388, 0.0010883103674460082]
rxn03108_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn07449_c	[0.0033995006235078722, 0.003338336729199253, 0.012987497942528367]
rxn01018_c	[0.002475785257844881, 0.0024112949196136405, 0.002292576151017189]
rxn00714_c	[0.0004989203363920476, 0.0006168772892508515, 0.0006598649315936745]
rxn05236_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01201_c	[0.022924676713876886, 0.021798303316245517, 0.02173918384092489]
rxn00124_c	[0.0031446236059453057, 0.0029956271240598907, 0.0030561130860109124]
rxn08793_c	[0.01818008686345605, 0.014854365676572863, 0.015068308058164415]
rxn00947_c	[0.05974955909697131, 0.054022868346256026, 0.05288844450231297]
rxn00440_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn02789_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn03666_c	[0.0246928503860503, 0.02471207462094838, 0.024648387310743317]
rxn00988_c	[0.05974955909697131, 0.054022868346256026, 0.05288844450231297]
rxn01600_c	[0.00305054148536852, 0.003072551869961676, 0.0029411403429037493]
rxn05455_c	[0.001953486939976177, 0.0018387972914599723, 0.0019343918359525662]
rxn01506_c	[0.02032801018595759, 0.020327857211892172, 0.021285680243113305]
rxn00410_c	[0.015505303665724517, 0.014388379235052437, 0.014060085541686218]
rxn01333_c	[0.0026542561896056934, 0.0023817084788821845, 0.0024001788464892778]
rxn10257_c	[0.02875149604826584, 0.02263165473018152, 0.022629976931750898]
rxn06394_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn12510_c	[0.00043676911734435254, 0.0003116438423713335, 0.0004146880136001946]
rxn00151_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn03933_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn04780_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00414_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn09110_c	[0.003350463881873911, 0.0032905053166833995, 0.003290480600806283]
rxn05594_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05349_c	[0.0011118796068165632, 0.0011430228269252388, 0.0010883103674460082]
rxn00303_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01977_c	[0.0023879752786398808, 0.0018387972914599723, 0.0019343918359525662]
rxn01073_c	[0.08027485663880506, 0.07494196126543179, 0.09113063900769677]
rxn02405_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00011_c	[0.12536870212859372, 0.11888522236182639, 0.11737930932826929]
rxn01986_c	[0.021991268038821135, 0.021798303316245517, 0.022629976931750898]
rxn02200_c	[0.0018383076166033844, 0.0017490517545745566, 0.001771268114962916]
rxn01069_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn10323_c	[0.0033995006235078722, 0.003338336729199253, 0.012659776491022054]
rxn08783_c	[0.00018645365714308523, 0.00020069468962837457, 0.0001773724797507941]
rxn08975_c	[0.0014927696464850065, 0.0013304036182244584, 0.00105981284992372]
rxn01646_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00105_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn03243_c	[0.021840166451228115, 0.02132985133799747, 0.02147238811653519]
rxn03446_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01302_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00607_c	[0.03532698098457794, 0.02471207462094838, 0.02785878006058179]
rxn00490_c	[0.0021228347570143922, 0.0023649428291343598, 0.0019997395916502275]
rxn03486_c	[0.0246928503860503, 0.02471207462094838, 0.024648387310743317]
rxn00223_c	[0.0023879752786398808, 0.0018387972914599723, 0.0019343918359525662]
rxn00784_c	[0.024486439915451536, 0.02263165473018152, 0.022629976931750898]
rxn01537_c	[0.002792813494455142, 0.0029108126606297176, 0.002719547577342508]
rxn00328_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn02285_c	[0.0033995006235078722, 0.014126539234579055, 0.013013047440996628]
rxn05663_c	[0.02248505662318172, 0.018654250881182825, 0.017773115540236775]
rxn00559_c	[0.013596291910021001, 0.003338336729199253, 0.013013047440996628]
rxn08848_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn08840_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn07609_c	[0.0246928503860503, 0.02471207462094838, 0.024648387310743317]
rxn03907_c	[0.03327542056133385, 0.027222977224357927, 0.029590249918315305]
rxn01987_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn03538_c	[0.07581023237143393, 0.07494196126543179, 0.07217241980774003]
rxn09310_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn02834_c	[0.058352582155073565, 0.04771701161169177, 0.04808906948235242]
rxn01213_c	[0.024486439915451536, 0.02807506671742385, 0.022874171176726372]
rxn09953_c	[0.023755450348303415, 0.02132985133799747, 0.021285680243113305]
rxn00459_c	[0.00020070852389714373, 0.00022830870097773323, 0.0002004652956740277]
rxn10274_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn04032_c	[0.07844339135824363, 0.07837250906824407, 0.0757395228631161]
rxn00770_c	[0.0026930294271767324, 0.0024423606823816687, 0.002583447364348131]
rxn05902_c	[0.07581023237143393, 0.04972938268877628, 0.04925108032614917]
rxn05209_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn06377_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05059_c	[0.0017995343790323454, 0.0017638449749402848, 0.0018189277563363984]
rxn04238_c	[0.0246928503860503, 0.02471207462094838, 0.024648387310743317]
rxn01366_c	[0.06022453125721653, 0.0641197343532108, 0.06551972347581272]
rxn01208_c	[0.10999340284766622, 0.09552820672637867, 0.09113063900769677]
rxn01647_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn10474_c	[0.107277565633683, 0.09552820672637867, 0.09113063900769677]
rxn00260_c	[0.0017487870533878973, 0.0015976677994986083, 0.001615023105099336]
rxn07454_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00461_c	[0.003233003779820469, 0.003338336729199253, 0.0033044836913129244]
rxn10473_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00181_c	[0.0013080265733524084, 0.0013506210193909532, 0.0013074464504622247]
rxn03856_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00858_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn03136_c	[0.002756891230234915, 0.0024394020383085233, 0.0025534758372988283]
rxn05287_c	[0.0398092812867241, 0.03659990650684729, 0.036522025387357424]
rxn02937_c	[0.002756891230234915, 0.0027451285925335655, 0.00269203273283823]
rxn03467_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01652_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn03137_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn08818_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00992_c	[0.18708315205894446, 0.22274398458349193, 1.0]
rxn08312_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00952_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01396_c	[0.0031446236059453057, 0.0029956271240598907, 0.0030561130860109124]
rxn00161_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01961_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01517_c	[0.0024364418256036793, 0.0024112949196136405, 0.0022960155065802237]
rxn06750_c	[0.024486439915451536, 0.02807506671742385, 0.022874171176726372]
rxn09978_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01807_c	[0.0031446236059453057, 0.0029956271240598907, 0.0030561130860109124]
rxn05006_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01800_c	[0.0017995343790323454, 0.0017638449749402848, 0.0018189277563363984]
rxn02107_c	[0.0021228347570143922, 0.001960594805804465, 0.0020778620965820173]
rxn08309_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05379_c	[0.0011118796068165632, 0.0011430228269252388, 0.0010883103674460082]
rxn08655_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn03841_c	[0.04877046072299544, 0.054022868346256026, 0.05288844450231297]
rxn04954_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn04113_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00676_c	[0.021840166451228115, 0.02132985133799747, 0.02147238811653519]
rxn05551_c	[1.0, 1.0, 1.0]
rxn05599_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01257_c	[0.014500620656898472, 0.01686377810958423, 0.015821526926469032]
rxn00980_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01648_c	[0.06022453125721653, 0.0641197343532108, 0.06551972347581272]
rxn01216_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn02213_c	[0.03752394104871345, 0.027729891575556866, 0.03298489385903064]
rxn03365_c	[0.0021228347570143922, 0.001960594805804465, 0.0020778620965820173]
rxn03892_c	[0.0398092812867241, 0.03659990650684729, 0.036522025387357424]
rxn05454_c	[0.001953486939976177, 0.0018387972914599723, 0.0019343918359525662]
rxn01127_c	[0.0002925098657932805, 0.0003718029385252934, 0.0003360741721593994]
rxn01461_c	[0.0026542561896056934, 0.0023817084788821845, 0.0024001788464892778]
rxn04908_c	[0.00010947737667116931, 9.516971768618255e-05, 9.187992718392937e-05]
rxn00615_c	[0.04514060145274198, 0.043690297028140646, 0.04277624781048168]
rxn02521_c	[0.015889614873413935, 0.01686377810958423, 0.019079087981171985]
rxn07493_c	[0.05974955909697131, 0.04972938268877628, 0.05288844450231297]
rxn00569_c	[0.00022807786806493607, 0.00021203615857543257, 0.00019702594011099288]
rxn01626_c	[0.07844339135824363, 0.07837250906824407, 0.0757395228631161]
rxn06735_c	[0.024486439915451536, 0.02807506671742385, 0.022874171176726372]
rxn03483_c	[0.015889614873413935, 0.01686377810958423, 0.019079087981171985]
rxn10191_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01265_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00874_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00834_c	[0.002333806784974458, 0.001960594805804465, 0.00195453663282177]
rxn00704_c	[1.0, 1.0, 1.0]
rxn01459_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn03641_c	[0.03532698098457794, 0.038558035775924135, 0.037568080815029]
rxn02171_c	[0.023755450348303415, 0.02230077970133474, 0.02184580386337897]
rxn01671_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn02362_c	[0.014521717859694479, 0.003338336729199253, 0.013157500374644087]
rxn05313_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01905_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn07673_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01332_c	[0.002115422226302282, 0.0019482671221663585, 0.00195453663282177]
rxn10273_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01530_c	[0.00010947737667116931, 9.516971768618255e-05, 9.187992718392937e-05]
rxn00785_c	[0.0018901953315881574, 0.0017125618110057613, 0.001771268114962916]
rxn00693_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn03909_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01101_c	[0.001335966112190363, 0.0014433252003495144, 0.001482362247667994]
rxn06094_c	[1.0, 1.0, 1.0]
rxn00355_c	[0.014435048269829803, 0.015423411553307861, 0.013795746499841543]
rxn02900_c	[0.029176291077536783, 0.02471207462094838, 0.026517922727507227]
rxn03084_c	[0.002333806784974458, 0.0022125726593673627, 0.00195453663282177]
rxn06600_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn06728_c	[0.024486439915451536, 0.02807506671742385, 0.022874171176726372]
rxn02005_c	[0.0014003981099187073, 0.0014507218105323785, 0.001498085015956153]
rxn08808_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00558_c	[0.0023879752786398808, 0.0018387972914599723, 0.0019343918359525662]
rxn00346_c	[0.02248505662318172, 0.021798303316245517, 0.02214453646085399]
rxn04726_c	[0.00010947737667116931, 9.516971768618255e-05, 9.187992718392937e-05]
rxn00550_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn07841_c	[0.0018383076166033844, 0.0017490517545745566, 0.001771268114962916]
rxn01859_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00194_c	[0.02248505662318172, 0.021798303316245517, 0.02214453646085399]
rxn05160_c	[0.023745186844240495, 0.019995009753663293, 0.01899408676511412]
rxn10288_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01851_c	[0.0021228347570143922, 0.001960594805804465, 0.0020778620965820173]
rxn11834_c	[0.00010947737667116931, 9.516971768618255e-05, 9.187992718392937e-05]
rxn05201_c	[0.0013855730484944866, 0.0013999317539433794, 0.0013384006505295378]
rxn09449_c	[0.05974955909697131, 0.054022868346256026, 0.05288844450231297]
rxn02604_c	[0.03532698098457794, 0.02471207462094838, 0.02785878006058179]
rxn03002_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00314_c	[0.002882904252340792, 0.002965547575982911, 0.0029381923238497197]
rxn10280_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn14138_c	[0.01408095737965899, 0.015532388276668724, 0.015690831415073714]
rxn05616_c	[0.107277565633683, 0.09552820672637867, 0.09113063900769677]
rxn01507_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01790_c	[0.014500620656898472, 0.003338336729199253, 0.0033044836913129244]
rxn00077_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01388_c	[0.0033995006235078722, 0.013729094714086499, 0.012659776491022054]
rxn03638_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn02897_c	[0.01671924811850014, 0.02132985133799747, 0.01782224919113727]
rxn05126_c	[0.0021228347570143922, 0.001960594805804465, 0.0020778620965820173]
rxn01406_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01446_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01068_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn10223_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn04658_c	[0.0021228347570143922, 0.001960594805804465, 0.0020778620965820173]
rxn10260_c	[0.003350463881873911, 0.0032905053166833995, 0.003290480600806283]
rxn03915_c	[0.0021228347570143922, 0.001960594805804465, 0.0020778620965820173]
rxn00541_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn03075_c	[0.013596291910021001, 0.014126539234579055, 0.01366013762335617]
rxn01368_c	[0.0017995343790323454, 0.0017638449749402848, 0.0018189277563363984]
rxn00134_c	[0.0033995006235078722, 0.012848404994980167, 0.0033044836913129244]
rxn05233_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn09109_c	[0.003350463881873911, 0.0032905053166833995, 0.003290480600806283]
rxn00141_c	[0.024305688205010074, 0.016313963419324676, 0.015836267021739184]
rxn05375_c	[0.0011118796068165632, 0.0011430228269252388, 0.0010883103674460082]
rxn14294_c	[0.0246928503860503, 0.02471207462094838, 0.027534989301147512]
rxn01200_c	[0.0018901953315881574, 0.0017125618110057613, 0.001771268114962916]
rxn00186_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01241_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00859_c	[0.038462481475800656, 0.03366986265974212, 0.036522025387357424]
rxn07346_c	[0.0246928503860503, 0.02471207462094838, 0.024648387310743317]
rxn04744_c	[0.0021228347570143922, 0.001960594805804465, 0.0020778620965820173]
rxn02185_c	[0.12536870212859372, 0.11888522236182639, 0.11737930932826929]
rxn00763_c	[0.00010947737667116931, 9.516971768618255e-05, 9.187992718392937e-05]
rxn02473_c	[0.07844339135824363, 0.07234772352062865, 0.07217241980774003]
rxn06060_c	[0.000222946116033475, 0.00021795344672172372, 0.00019751727661999785]
