reaction	linear_coefficient
rxn08656_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01434_c	[0.015505303665724517, 0.014388379235052437, 0.014060085541686218]
rxn00912_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05644_c	[0.023745186844240495, 0.019995009753663293, 0.01899408676511412]
rxn12147_c	[0.0246928503860503, 0.02471207462094838, 0.024648387310743317]
rxn08819_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn03849_c	[0.0018029555470533197, 0.0018387972914599723, 0.0018999982803222185]
rxn00122_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn02235_c	[0.015505303665724517, 0.003338336729199253, 0.0033044836913129244]
rxn09979_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn06076_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00985_c	[0.0026930294271767324, 0.002576978987709792, 0.0025814820183121113]
rxn14300_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn08294_c	[0.02875149604826584, 0.02263165473018152, 0.022629976931750898]
rxn10259_c	[0.003350463881873911, 0.0032905053166833995, 0.003290480600806283]
rxn01602_c	[0.0033995006235078722, 0.014854365676572863, 0.016168901838335546]
rxn07720_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05223_c	[0.02990956142336555, 0.038558035775924135, 0.029590249918315305]
rxn05344_c	[0.0011118796068165632, 0.0011430228269252388, 0.0010883103674460082]
rxn01521_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn11759_c	[0.002756891230234915, 0.0028018359372688558, 0.002683680012185145]
rxn05384_c	[0.0011118796068165632, 0.0011430228269252388, 0.0010883103674460082]
rxn01649_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn03094_c	[0.001711724399827345, 0.0017031927714408004, 0.0017034636767202305]
rxn00085_c	[0.001056000529140654, 0.0009911457645037664, 0.0010273846403293918]
rxn00119_c	[0.0002925098657932805, 0.0003718029385252934, 0.0003360741721593994]
rxn11749_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn03873_c	[0.0246928503860503, 0.02471207462094838, 0.024648387310743317]
rxn04453_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00608_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn09345_c	[0.07844339135824363, 0.07494196126543179, 0.09113063900769677]
rxn04454_c	[0.01671924811850014, 0.014388379235052437, 0.013991789766934526]
rxn01466_c	[0.024486439915451536, 0.02807506671742385, 0.022874171176726372]
rxn01304_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00974_c	[0.0033995006235078722, 0.013729094714086499, 0.012659776491022054]
rxn02008_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05740_c	[0.0033995006235078722, 0.012848404994980167, 0.0033044836913129244]
rxn03904_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01225_c	[0.029176291077536783, 0.022185392582482064, 0.022629976931750898]
rxn07842_c	[0.0018383076166033844, 0.0017490517545745566, 0.001771268114962916]
rxn00783_c	[0.0028475521827907267, 0.002737731982350702, 0.002673361945496041]
rxn07885_c	[0.0021228347570143922, 0.001960594805804465, 0.0020778620965820173]
rxn08842_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00778_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn03901_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01985_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn10052_c	[0.0002925098657932805, 0.0003718029385252934, 0.0003360741721593994]
rxn07672_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00193_c	[0.02032801018595759, 0.021533011564353464, 0.021285680243113305]
rxn10272_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn06760_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05197_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00653_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00929_c	[0.002882904252340792, 0.002965547575982911, 0.0029381923238497197]
rxn00342_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00256_c	[1.0, 1.0, 0.35580084165943987]
rxn03644_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn03004_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00138_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn10286_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn02015_c	[0.001711724399827345, 0.0017031927714408004, 0.0017034636767202305]
rxn05054_c	[0.05974955909697131, 0.054022868346256026, 0.05288844450231297]
rxn01858_c	[0.05974955909697131, 0.054022868346256026, 0.05073295123730816]
rxn10770_c	[0.00010947737667116931, 9.516971768618255e-05, 9.187992718392937e-05]
rxn05421_c	[0.0011118796068165632, 0.0011430228269252388, 0.0010883103674460082]
rxn01799_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01485_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn02190_c	[0.07844339135824363, 0.07837250906824407, 0.0757395228631161]
rxn10281_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn09296_c	[0.00019557677186568268, 0.00020907751450228702, 0.0001906385654939283]
rxn00239_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn10169_c	[1.0, 1.0, 1.0]
rxn00302_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn02465_c	[0.17381871344695793, 0.1998924039772066, 0.21945299506452473]
rxn01791_c	[0.0002925098657932805, 0.0002978368366966541, 0.0002992239339840266]
rxn01710_c	[0.015505303665724517, 0.003338336729199253, 0.0033044836913129244]
rxn03333_c	[0.00010947737667116931, 9.516971768618255e-05, 9.187992718392937e-05]
rxn03465_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01329_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00950_c	[0.033112344885667416, 0.02263165473018152, 0.02785878006058179]
rxn00002_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00542_c	[0.024486439915451536, 0.02263165473018152, 0.022629976931750898]
rxn10220_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn10261_c	[0.003350463881873911, 0.0032905053166833995, 0.003290480600806283]
rxn01964_c	[0.002905141844477123, 0.002685955711070654, 0.0027264262884685777]
rxn02341_c	[0.002559603874358745, 0.0022964009081064872, 0.002455699872006839]
rxn01519_c	[0.01818008686345605, 0.021736171790709462, 0.02173918384092489]
rxn01137_c	[0.05974955909697131, 0.054022868346256026, 0.05073295123730816]
rxn01343_c	[0.0022756469286178992, 0.0024112949196136405, 0.0023535018781338053]
rxn10255_c	[0.02875149604826584, 0.02263165473018152, 0.022629976931750898]
rxn08797_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00127_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05232_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn06759_c	[0.024486439915451536, 0.02807506671742385, 0.022874171176726372]
rxn09108_c	[0.003350463881873911, 0.0032905053166833995, 0.003290480600806283]
rxn14293_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01513_c	[0.07581023237143393, 0.07234772352062865, 0.07217241980774003]
rxn06510_c	[0.021840166451228115, 0.02132985133799747, 0.02147238811653519]
rxn08307_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn02474_c	[0.0013422382535621486, 0.001408807686162816, 0.001482362247667994]
rxn02230_c	[0.04962404214422846, 0.04987287692632384, 0.04332998405613028]
rxn06517_c	[0.033112344885667416, 0.02263165473018152, 0.02785878006058179]
rxn08657_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn07448_c	[0.0031412024379243323, 0.0032239358250376235, 0.0031661724640280253]
rxn01019_c	[0.12460977302260764, 0.10743033872529778, 0.11636666478321003]
rxn08849_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn09448_c	[0.05974955909697131, 0.054022868346256026, 0.05288844450231297]
rxn08295_c	[0.02875149604826584, 0.02263165473018152, 0.022629976931750898]
rxn01603_c	[0.013127591891147556, 0.003338336729199253, 0.0033044836913129244]
rxn00055_c	[0.038462481475800656, 0.03762409046350118, 0.038207309613244464]
rxn00686_c	[0.0033995006235078722, 0.014854365676572863, 0.016168901838335546]
rxn00905_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05456_c	[0.001953486939976177, 0.0018387972914599723, 0.0019343918359525662]
rxn09112_c	[0.003350463881873911, 0.0032905053166833995, 0.003290480600806283]
rxn00157_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn03194_c	[0.12536870212859372, 0.11888522236182639, 0.11737930932826929]
rxn06075_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00689_c	[0.013127591891147556, 0.003338336729199253, 0.0033044836913129244]
rxn01286_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01236_c	[0.002625176261427414, 0.002576978987709792, 0.0025814820183121113]
rxn05289_c	[0.0001915854091745463, 0.00020069468962837457, 0.00018474252738586865]
rxn05343_c	[0.0011118796068165632, 0.0011430228269252388, 0.0010883103674460082]
rxn05425_c	[0.0011118796068165632, 0.0011430228269252388, 0.0010883103674460082]
rxn05736_c	[0.05974955909697131, 0.054022868346256026, 0.05288844450231297]
rxn01641_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00493_c	[0.06315134049915982, 0.054022868346256026, 0.05288844450231297]
rxn00933_c	[0.0010782381212769852, 0.0010542635047308718, 0.0009988871228071036]
rxn08298_c	[0.02875149604826584, 0.02263165473018152, 0.022629976931750898]
rxn01834_c	[0.0033995006235078722, 0.003338336729199253, 0.012987497942528367]
rxn00293_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05383_c	[0.001953486939976177, 0.0018387972914599723, 0.0019343918359525662]
rxn00741_c	[0.01818008686345605, 0.014854365676572863, 0.015068308058164415]
rxn11584_c	[0.029176291077536783, 0.02471207462094838, 0.026517922727507227]
EX_cpd01030_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00276_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00082_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00080_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00001_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00023_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00971_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00314_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00797_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00051_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00064_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd10515_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00179_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00009_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00060_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00076_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd01171_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00067_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00154_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00637_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00122_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00035_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00309_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00220_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00588_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00117_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00307_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00254_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00205_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00138_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00305_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd01242_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd03048_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00065_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00149_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00099_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00162_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00395_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00027_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00794_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00105_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00226_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00104_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00007_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00092_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00208_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00158_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00011_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00063_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd01080_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00156_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00039_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00393_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00264_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00322_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00030_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00516_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05669_c	[0.12536870212859372, 0.1312789823842332, 0.12324734125531563]
rxn05244_c	[0.12536870212859372, 0.1312789823842332, 0.12324734125531563]
EX_cpd00084_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05237_c	[0.04716536272648845, 0.04839897907055182, 0.04991143659425185]
EX_cpd00644_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
R03018_c	[0.0009111710829194196, 0.0008723068942324192, 0.0009536841639786464]
EX_cpd00263_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
COG3601_c	[0.0009111710829194196, 0.0008723068942324192, 0.0009536841639786464]
rxn05255_c	[0.0009111710829194196, 0.0008723068942324192, 0.0009536841639786464]
rxn00799_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn08168_c	[0.00305054148536852, 0.003072551869961676, 0.0029411403429037493]
rxn27328_c	[0.06022453125721653, 0.0641197343532108, 0.06551972347581272]
EX_cpd00232_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn29571_c	[1.0, 0.2363665681109452, 1.0]
EX_cpd00492_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05486_c	[1.0, 0.2363665681109452, 1.0]
rxn01484_c	[0.0029997941597240717, 0.0029956271240598907, 0.0029381923238497197]
EX_cpd00751_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn02262_c	[0.07844339135824363, 0.09552820672637867, 0.07217241980774003]
rxn01620_c	[0.12420094344410125, 0.09552820672637867, 0.09113063900769677]
rxn04937_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd05161_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn12619_c	[1.0, 0.2363665681109452, 1.0]
rxn18524_c	[0.07844339135824363, 0.07494196126543179, 0.07217241980774003]
ID010_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00107_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05243_c	[0.0003392658287465924, 0.00027318146942044105, 0.0002835011656958676]
EX_cpd00069_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn18579_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00066_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn18584_c	[0.0003392658287465924, 0.00027318146942044105, 0.0002835011656958676]
EX_cpd00129_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05165_c	[0.0003392658287465924, 0.00027318146942044105, 0.0002835011656958676]
EX_cpd00567_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
ENOG4108HXH_c	[0.06962019903215157, 0.06639049367935003, 0.06808892208139972]
EX_cpd29317_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05165_2_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00033_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn10862_c	[0.08498295403033551, 0.09552820672637867, 0.09113063900769677]
rxn32054_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05164_c	[0.05974955909697131, 0.054022868346256026, 0.05465529058869484]
EX_cpd00119_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn10144_c	[0.05974955909697131, 0.054022868346256026, 0.05465529058869484]
EX_cpd00132_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn10883_c	[0.05974955909697131, 0.054022868346256026, 0.05465529058869484]
EX_cpd00054_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05169_c	[0.05974955909697131, 0.054022868346256026, 0.05465529058869484]
EX_cpd00161_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05155_c	[0.05974955909697131, 0.054022868346256026, 0.05465529058869484]
EX_cpd00053_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05151_c	[0.05974955909697131, 0.054022868346256026, 0.05465529058869484]
rxn34357_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00041_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn14152_c	[0.08027485663880506, 0.07494196126543179, 0.07217241980774003]
rxn00804_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
R01174_1_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
ID001_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd05178_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
R01214_c	[0.08027485663880506, 0.07494196126543179, 0.07217241980774003]
rxn10618_c	[1.0, 0.3610960987319251, 0.22911217949505344]
R01174_2_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
ID002_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd01711_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01575_c	[0.08027485663880506, 0.07494196126543179, 0.07217241980774003]
R01174_3_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
ID003_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd19585_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn10563_c	[1.0, 0.3610960987319251, 0.22911217949505344]
R01174_4_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00489_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05061_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn29230_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd01042_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn21134_c	[0.08027485663880506, 0.07494196126543179, 0.07217241980774003]
rxn10562_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
R01174_5_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn11336_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00430_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn20606_c	[0.000447602816077437, 0.000459576046028612, 0.00047708775024382573]
rxn12566_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00339_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn11676_c	[0.02267265066966513, 0.019198148283296086, 0.015821526926469032]
rxn13022_c	[0.13668136438461456, 0.13516170962289123, 0.16454466617369237]
K20025_c	[0.0002788251937093844, 0.00024260881399793682, 0.00025451231166457433]
R11076_c	[0.0002788251937093844, 0.00024260881399793682, 0.00025451231166457433]
ID006_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_C21399_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
R06782_c	[0.0010782381212769852, 0.0010542635047308718, 0.0009988871228071036]
rxn01610_c	[0.002723819939365499, 0.0025981826035673355, 0.0025814820183121113]
EX_cpd03343_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00036_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00211_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn09271_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn25164_c	[0.107277565633683, 0.09552820672637867, 0.09113063900769677]
rxn16140_c	[0.07844339135824363, 0.09552820672637867, 0.07217241980774003]
rxn02167_c	[0.023755450348303415, 0.02230077970133474, 0.02184580386337897]
rxn16586_c	[0.0020623941219771844, 0.0018387972914599723, 0.0018995069438132132]
rxn13713_c	[0.03532698098457794, 0.038558035775924135, 0.037568080815029]
rxn00871_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn08184_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00029_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn08061_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn30338_c	[0.107277565633683, 0.09552820672637867, 0.09113063900769677]
EX_cpd00159_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00221_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05602_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn10171_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00602_c	[0.0020623941219771844, 0.0018387972914599723, 0.0018995069438132132]
rxn00669_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn09172_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00141_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn03141_c	[0.017792924682415827, 0.020407740601867102, 0.021285680243113305]
peptidoglycan_rxn	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
cellwall_rxn	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
lipid_rxn	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
cofactor_rxn	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
biomass	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
SK_cpd11416_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn08686_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn09031_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05467_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn08186_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn08952_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn10161_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05175_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn08304_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00013_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn05466_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00242_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn10826_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn30210_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
EX_cpd00133_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn11334_c	[0.0009111710829194196, 0.0008723068942324192, 0.0009536841639786464]
EX_cpd00443_e	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn10421_c	[0.0009111710829194196, 0.0008723068942324192, 0.0009536841639786464]
rxn01182_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn02269_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn09142_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00530_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn09145_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn13139_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn03167_c	[0.002559603874358745, 0.0026548899483026258, 0.0025814820183121113]
rxn00341_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00620_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01105_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn02476_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn00777_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01014_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
rxn01359_c	[0.0033995006235078722, 0.003338336729199253, 0.0033044836913129244]
