reaction	linear_coefficient
rxn03537_c	0.0005522200999359665
rxn10279_c	0.049858524384704214
rxn04270_c	0.023104582496428903
rxn01654_c	0.005406721870433512
rxn10276_c	0.049858524384704214
rxn11838_c	1.0
rxn01917_c	0.00011931019007536243
rxn01951_c	0.0007930296578862394
rxn10271_c	0.049858524384704214
rxn10282_c	0.049858524384704214
rxn01509_c	0.006084272399393598
rxn01548_c	0.0042256604475774005
rxn01145_c	0.002196292627396466
rxn02548_c	0.01166667578824083
rxn05202_c	0.00013080337352298907
rxn02115_c	0.009677807757351532
rxn08352_c	0.007955472123557196
rxn00187_c	0.009620889134563286
rxn00376_c	0.005449410837524696
rxn08850_c	0.003071142805540809
rxn00500_c	0.13365587219580005
rxn05734_c	0.00217549543830076
rxn00772_c	0.009642233618108878
rxn02229_c	0.003822304438010694
rxn00546_c	0.002380183562558492
rxn02503_c	0.01660217713732165
rxn03135_c	0.0005073419550452339
rxn01345_c	0.0009577652873022215
rxn05429_c	0.03114105419856937
rxn05645_c	0.05186983148803888
rxn08310_c	0.002550939430923231
rxn00915_c	0.0033647662779051754
rxn03837_c	0.0009046777256631841
rxn02853_c	0.00217549543830076
rxn01967_c	0.003071142805540809
rxn06752_c	0.005987401281763602
rxn10224_c	0.002550939430923231
rxn01135_c	0.0016511873553090297
rxn01653_c	0.0013945062583120345
rxn00474_c	0.017891602861255386
rxn03147_c	0.003071142805540809
rxn03843_c	0.0005741118779314458
rxn11809_c	1.0
rxn01116_c	0.009677807757351532
rxn00606_c	0.0001466749125697116
rxn02182_c	0.0008756711198191739
rxn02811_c	0.003071142805540809
rxn03062_c	0.00020304624090807094
rxn10258_c	0.003054450324819256
rxn08847_c	0.003071142805540809
rxn01544_c	0.003071142805540809
rxn00863_c	0.003560697690964716
rxn09113_c	0.008357733544224128
rxn00711_c	0.015985923586748906
rxn10316_c	0.0027999584056218082
rxn01270_c	0.0008099957858327359
rxn00908_c	0.018693389230339814
rxn08299_c	0.003054450324819256
rxn01138_c	0.0042256604475774005
rxn14090_c	0.004301734376111691
rxn02402_c	0.004063661290410854
rxn10324_c	0.0027999584056218082
rxn05452_c	0.013849286054390123
rxn01607_c	0.00027583640274303977
rxn05465_c	0.013849286054390123
rxn08820_c	0.003071142805540809
rxn05494_c	0.005715395940169771
rxn05347_c	0.03114105419856937
rxn04413_c	0.0005522200999359665
rxn00404_c	0.012085356042404374
rxn00145_c	0.0028377217226640103
rxn05388_c	0.03114105419856937
rxn14287_c	0.014850834897683303
rxn01404_c	0.0009194546758101326
rxn01870_c	0.14441458649167838
rxn01303_c	0.00014558032366993767
rxn04736_c	1.0
rxn03489_c	0.000638145328568223
rxn00297_c	0.0004405720321590219
rxn02131_c	0.0022094276941937527
rxn06023_c	0.004022066912219443
rxn03481_c	0.003071142805540809
rxn00611_c	0.01335617375504195
rxn05919_c	0.004714941685776365
rxn00832_c	0.003071142805540809
rxn05871_c	1.0
rxn01106_c	0.1588270385350022
rxn00690_c	0.04365767826748469
rxn00931_c	0.009109716118368843
rxn02418_c	0.007996519207298719
rxn08756_c	0.007955472123557196
rxn09450_c	0.0011208590333685426
rxn00938_c	0.005449410837524696
rxn05527_c	0.0003179780753843375
rxn00412_c	0.005514538877061248
rxn10275_c	0.049858524384704214
rxn02339_c	0.03081979235648571
rxn00787_c	0.00029225523623964926
rxn02737_c	0.007699338321010087
rxn04604_c	0.003272820810324162
rxn08846_c	0.003071142805540809
rxn03005_c	0.00555230219410345
rxn03437_c	0.00022657990225321127
rxn00552_c	0.007742027288101271
rxn01639_c	0.007191449071514966
rxn05409_c	0.03114105419856937
rxn00313_c	0.0031376390812020774
rxn00735_c	0.00020304624090807094
rxn00775_c	0.002535067891876508
rxn02680_c	0.001506154326088979
rxn05363_c	0.03114105419856937
rxn00547_c	0.00027583640274303977
rxn00505_c	0.0049360486435307055
rxn08647_c	0.007234138038606151
rxn10168_c	0.0003168834864845635
rxn03366_c	0.023104582496428903
rxn02421_c	0.0020583744260249458
rxn07879_c	0.0025367097752261696
rxn08025_c	0.03682142329394637
rxn02895_c	0.010756525118078777
rxn10283_c	0.049858524384704214
rxn00189_c	0.003075247513914961
rxn00543_c	0.003071142805540809
rxn09992_c	0.03682142329394637
rxn00420_c	0.007996519207298719
rxn06205_c	0.0009205492647099066
rxn04045_c	0.006069495449246649
rxn09657_c	0.0003179780753843375
rxn10253_c	0.003054450324819256
rxn10221_c	0.002550939430923231
rxn02792_c	0.0010934943108741933
rxn05451_c	0.013849286054390123
rxn00469_c	0.003075247513914961
rxn02804_c	0.001506154326088979
rxn05005_c	0.004237153631025028
rxn02795_c	0.07118385262455054
rxn09996_c	0.006339858907490819
rxn00048_c	0.08134273220335272
rxn07876_c	0.023104582496428903
rxn12191_c	1.0
rxn05231_c	0.010482877893135284
rxn00283_c	0.003071142805540809
rxn08851_c	0.003071142805540809
rxn02155_c	0.003965148289431197
rxn05549_c	0.013217160964770656
rxn02228_c	0.0028377217226640103
rxn05170_c	0.001240716517893792
rxn02475_c	0.003071142805540809
rxn00575_c	0.0003814642315712276
rxn05460_c	0.03114105419856937
rxn03108_c	0.0021016106875660174
rxn07449_c	0.002726073654887066
rxn01018_c	0.007883229256172112
rxn00714_c	0.07066556478050756
rxn05236_c	0.01665252822671125
rxn01201_c	0.0019658816639940456
rxn00124_c	0.0193835275316473
rxn08793_c	0.0028377217226640103
rxn00947_c	0.0011208590333685426
rxn00440_c	0.0046536447073890225
rxn02789_c	0.003071142805540809
rxn03666_c	0.003272820810324162
rxn00988_c	0.0011208590333685426
rxn01600_c	0.006946808452415484
rxn05455_c	0.013849286054390123
rxn01506_c	0.001205689673101025
rxn00410_c	0.005514538877061248
rxn01333_c	0.012085356042404374
rxn10257_c	0.003054450324819256
rxn06394_c	0.005987401281763602
rxn12510_c	0.07754560331003683
rxn00151_c	0.004022066912219443
rxn03933_c	0.005712112173470449
rxn04780_c	0.010808518090818042
rxn00414_c	0.00762435898137557
rxn09110_c	0.008357733544224128
rxn05594_c	0.003071142805540809
rxn05349_c	0.03114105419856937
rxn00303_c	0.009450680560648435
rxn01977_c	0.03798551858885599
rxn01073_c	0.0004920177104483983
rxn02405_c	0.002550939430923231
rxn00011_c	0.00021125565765637568
rxn01986_c	0.0018843347909608848
rxn02200_c	0.020828384879348936
rxn01069_c	0.01296047986777366
rxn10323_c	0.0027999584056218082
rxn08783_c	0.13365587219580005
rxn08975_c	0.0575365182221687
rxn01646_c	0.0042256604475774005
rxn00105_c	0.003965148289431197
rxn03243_c	0.001506154326088979
rxn03446_c	0.01296047986777366
rxn01302_c	0.003071142805540809
rxn00607_c	0.0018969225633082853
rxn00490_c	0.026210478499537535
rxn03486_c	0.003272820810324162
rxn00223_c	0.03798551858885599
rxn00784_c	0.0015909849658214616
rxn01537_c	0.007742027288101271
rxn00328_c	0.003071142805540809
rxn02285_c	0.002999720879830558
rxn05663_c	0.00168019396115304
rxn00559_c	0.003128882370003886
rxn08848_c	0.003071142805540809
rxn08840_c	0.003071142805540809
rxn07609_c	0.003272820810324162
rxn03907_c	0.0020583744260249458
rxn01987_c	0.009642233618108878
rxn03538_c	0.0008171106136812666
rxn09310_c	0.0053246277029504645
rxn02834_c	0.0003097686586360328
rxn01213_c	0.0020304624090807097
rxn09953_c	0.001239621928994018
rxn00459_c	0.1694697264075045
rxn10274_c	0.049858524384704214
rxn04032_c	0.00036559269252450506
rxn00770_c	0.013376970944137654
rxn05902_c	0.0005188351384928606
rxn05209_c	0.0035399005018690107
rxn06377_c	0.014990394982404481
rxn05059_c	0.026953157068034174
rxn04238_c	0.003272820810324162
rxn01366_c	0.0009205492647099066
rxn01208_c	0.00020304624090807094
rxn01647_c	0.0042256604475774005
rxn10474_c	0.000572469994581785
rxn00260_c	0.03081979235648571
rxn07454_c	0.004852312592697997
rxn00461_c	0.011423129758041124
rxn10473_c	0.003071142805540809
rxn00181_c	0.06145405189445973
rxn03856_c	0.003071142805540809
rxn00858_c	0.005219547168572164
rxn03136_c	0.03391638435394627
rxn05287_c	0.0014640126534476814
rxn02937_c	0.008180410142460745
rxn03467_c	0.005987401281763602
rxn01652_c	0.00555230219410345
rxn03137_c	0.003071142805540809
rxn08818_c	0.003071142805540809
rxn00992_c	0.00014448573477016368
rxn08312_c	0.002550939430923231
rxn00952_c	0.004911420393285792
rxn01396_c	0.0193835275316473
rxn00161_c	0.004406267616040106
rxn01961_c	0.002196292627396466
rxn01517_c	0.02542730014174926
rxn06750_c	0.0020304624090807097
rxn09978_c	0.005987401281763602
rxn01807_c	0.0193835275316473
rxn05006_c	0.004237153631025028
rxn01800_c	0.026953157068034174
rxn02107_c	0.023104582496428903
rxn08309_c	0.002550939430923231
rxn05379_c	0.03114105419856937
rxn08655_c	0.003836534093707755
rxn03841_c	0.0011438454002637957
rxn04954_c	0.00578818610200474
rxn04113_c	0.007955472123557196
rxn00676_c	0.001506154326088979
rxn05551_c	0.0001302560790731021
rxn05599_c	0.003071142805540809
rxn01257_c	0.0019374223525999222
rxn00980_c	0.008590333685426096
rxn01648_c	0.0009205492647099066
rxn01216_c	0.01129287367896802
rxn02213_c	0.0014859044314431606
rxn03365_c	0.023104582496428903
rxn03892_c	0.0014640126534476814
rxn05454_c	0.013849286054390123
rxn01127_c	0.14622394194300475
rxn01461_c	0.012085356042404374
rxn04908_c	1.0
rxn00615_c	0.0006775505289600859
rxn02521_c	0.003451238800987319
rxn07493_c	0.001206236967550912
rxn00569_c	0.13772391184181
rxn01626_c	0.00036559269252450506
rxn06735_c	0.0020304624090807097
rxn03483_c	0.003451238800987319
rxn10191_c	0.0029685250961869994
rxn01265_c	0.010809612679717815
rxn00874_c	0.003071142805540809
rxn00834_c	0.014698139746164834
rxn00704_c	8.318875638282152e-05
rxn01459_c	0.00217549543830076
rxn03641_c	0.0013819184859646338
rxn02171_c	0.0025963648702638504
rxn01671_c	0.007716304448956583
rxn02362_c	0.003901662133244307
rxn05313_c	0.0021919142717973694
rxn01905_c	0.003071142805540809
rxn07673_c	0.005765199735109486
rxn01332_c	0.01631375296223121
rxn10273_c	0.049858524384704214
rxn01530_c	1.0
rxn00785_c	0.016559488170230466
rxn00693_c	0.003918628261190803
rxn03909_c	0.00465419200183891
rxn01101_c	0.026773644488471242
rxn06094_c	0.00010453323992841388
rxn00355_c	0.0016922344390505537
rxn02900_c	0.0009046777256631841
rxn03084_c	0.023049305756990317
rxn06600_c	0.003071142805540809
rxn06728_c	0.0020304624090807097
rxn02005_c	0.045989152624003236
rxn08808_c	0.003071142805540809
rxn00558_c	0.03798551858885599
rxn00346_c	0.002374710618059622
rxn04726_c	1.0
rxn00550_c	0.002196292627396466
rxn07841_c	0.020828384879348936
rxn01859_c	0.0042256604475774005
rxn00194_c	0.002374710618059622
rxn05160_c	0.013217160964770656
rxn10288_c	0.049858524384704214
rxn01851_c	0.023104582496428903
rxn11834_c	1.0
rxn05201_c	0.00917210768565596
rxn09449_c	0.0011208590333685426
rxn02604_c	0.0018969225633082853
rxn03002_c	0.008590333685426096
rxn00314_c	0.009109716118368843
rxn10280_c	0.049858524384704214
rxn14138_c	0.0011493183447626658
rxn05616_c	0.000572469994581785
rxn01507_c	0.002196292627396466
rxn01790_c	0.00345288068433698
rxn00077_c	0.0030708691583158656
rxn01388_c	0.004353727348850955
rxn03638_c	0.005765199735109486
rxn02897_c	0.001778706962132697
rxn05126_c	0.023104582496428903
rxn01406_c	0.005112824750844201
rxn01446_c	0.0042256604475774005
rxn01068_c	0.005779976685256435
rxn10223_c	0.002550939430923231
rxn04658_c	0.023104582496428903
rxn10260_c	0.008357733544224128
rxn03915_c	0.023104582496428903
rxn00541_c	0.00839549686126633
rxn03075_c	0.001744227411789817
rxn01368_c	0.026953157068034174
rxn00134_c	0.005278654969159958
rxn05233_c	0.010482877893135284
rxn09109_c	0.008357733544224128
rxn00141_c	0.00238784568485691
rxn05375_c	0.03114105419856937
rxn14294_c	0.0015816809601733827
rxn01200_c	0.016559488170230466
rxn00186_c	0.005219547168572164
rxn01241_c	0.042155902296994806
rxn00859_c	0.003560697690964716
rxn07346_c	0.003272820810324162
rxn04744_c	0.023104582496428903
rxn02185_c	0.00021125565765637568
rxn00763_c	1.0
rxn02473_c	0.00045808545455540536
rxn06060_c	0.2830470071203008
rxn08656_c	0.003836534093707755
rxn01434_c	0.005514538877061248
rxn00912_c	0.003071142805540809
rxn05644_c	0.013217160964770656
rxn12147_c	0.003272820810324162
rxn08819_c	0.003071142805540809
rxn03849_c	0.0068707345238811935
rxn00122_c	0.007716304448956583
rxn02235_c	0.0040861003628562195
rxn09979_c	0.005987401281763602
rxn06076_c	0.010482877893135284
rxn00985_c	0.030294936979044094
rxn14300_c	0.014850834897683303
rxn08294_c	0.003054450324819256
rxn10259_c	0.008357733544224128
rxn01602_c	0.00455075335081027
rxn07720_c	0.005765199735109486
rxn05223_c	0.0012877838405840726
rxn05344_c	0.03114105419856937
rxn01521_c	0.002196292627396466
rxn11759_c	0.007282299950196205
rxn05384_c	0.03114105419856937
rxn01649_c	0.0042256604475774005
rxn03094_c	0.07118385262455054
rxn00085_c	0.1597453986219126
rxn00119_c	0.14622394194300475
rxn11749_c	0.006417027424924884
rxn03873_c	0.003272820810324162
rxn04453_c	0.010182960534597219
rxn00608_c	0.003071142805540809
rxn09345_c	0.0005741118779314458
rxn04454_c	0.003624731141601493
rxn01466_c	0.0020304624090807097
rxn01304_c	0.004714941685776365
rxn00974_c	0.004353727348850955
rxn02008_c	0.004327457215256379
rxn05740_c	0.003433725378590936
rxn03904_c	0.004997892916367935
rxn01225_c	0.0008099957858327359
rxn07842_c	0.020828384879348936
rxn00783_c	0.011361832779653781
rxn07885_c	0.023104582496428903
rxn08842_c	0.003071142805540809
rxn00778_c	0.003071142805540809
rxn03901_c	0.00937187015986471
rxn01985_c	0.0042256604475774005
rxn10052_c	0.14622394194300475
rxn07672_c	0.005765199735109486
rxn00193_c	0.002075887848421329
rxn10272_c	0.049858524384704214
rxn06760_c	0.005987401281763602
rxn05197_c	0.0014902827870422566
rxn00653_c	0.00217549543830076
rxn00929_c	0.009109716118368843
rxn00342_c	0.004132073096646727
rxn00256_c	0.0003042957141371629
rxn03644_c	0.004410645971639202
rxn03004_c	0.00555230219410345
rxn00138_c	0.008331463410629552
rxn10286_c	0.049858524384704214
rxn02015_c	0.07118385262455054
rxn05054_c	0.0016511873553090297
rxn01858_c	0.0010513526382328958
rxn10770_c	1.0
rxn05421_c	0.03114105419856937
rxn01799_c	0.0042256604475774005
rxn01485_c	0.006367770924435055
rxn02190_c	0.00036559269252450506
rxn10281_c	0.049858524384704214
rxn09296_c	0.23229365631003132
rxn00239_c	0.006084272399393598
rxn10169_c	8.592522863225643e-05
rxn00302_c	0.003071142805540809
rxn02465_c	0.00016637751276564304
rxn01791_c	0.07251651461002534
rxn01710_c	0.0040861003628562195
rxn03333_c	1.0
rxn03465_c	0.005987401281763602
rxn01329_c	0.01129287367896802
rxn00950_c	0.0008882588921665745
rxn00002_c	0.0048468396481991275
rxn00542_c	0.0015909849658214616
rxn10220_c	0.002550939430923231
rxn10261_c	0.008357733544224128
rxn01964_c	0.017891602861255386
rxn02341_c	0.011129779932901701
rxn01519_c	0.002766573444178702
rxn01137_c	0.0010513526382328958
rxn01343_c	0.03307792925671941
rxn10255_c	0.003054450324819256
rxn08797_c	0.003071142805540809
rxn00127_c	0.003071142805540809
rxn05232_c	0.01665252822671125
rxn06759_c	0.0020304624090807097
rxn09108_c	0.008357733544224128
rxn14293_c	0.006522107959303185
rxn01513_c	0.0012554934680407406
rxn06510_c	0.001506154326088979
rxn08307_c	0.002550939430923231
rxn02474_c	0.1042885993093144
rxn02230_c	0.003822304438010694
rxn06517_c	0.0008882588921665745
rxn08657_c	0.003836534093707755
rxn07448_c	0.014332547053640328
rxn01019_c	0.00041266001521478567
rxn08849_c	0.003071142805540809
rxn09448_c	0.0011208590333685426
rxn08295_c	0.003054450324819256
rxn01603_c	0.0018558754795667614
rxn00055_c	0.0017053695058478412
rxn00686_c	0.00455075335081027
rxn00905_c	0.01237487480639459
rxn05456_c	0.013849286054390123
rxn09112_c	0.008357733544224128
rxn00157_c	0.0077617298882972025
rxn03194_c	0.00021125565765637568
rxn06075_c	0.010482877893135284
rxn00689_c	0.0018558754795667614
rxn01286_c	0.00217549543830076
