645463.3.peg.994	24.7	30.29	29.85
645463.3.peg.998	67.34	88.65	97.13
645463.3.peg.1000	145.23	172.97	192.42
645463.3.peg.1001	161.46	187.64	217.25
645463.3.peg.1002	147.61	168.71	187.05
645463.3.peg.1007	278.18	320.18	294.9
645463.3.peg.1016	22.84	25.39	26.07
645463.3.peg.1017	20.83	22.73	24.98
645463.3.peg.1032	82.47	95.45	97.71
645463.3.peg.1037	49.67	44.36	48.81
645463.3.peg.1057	237.94	269.82	260.88
645463.3.peg.1070	10.47	11.44	13.64
645463.3.peg.1077	64.02	69.1	80.03
645463.3.peg.1079	488.58	552.54	584.53
645463.3.peg.1084	178.64	194.95	219.42
645463.3.peg.1086	235.14	252.05	304.65
645463.3.peg.1089	558.27	568.0	738.66
645463.3.peg.1096	29.27	32.47	33.96
645463.3.peg.1110	34.67	36.1	39.1
645463.3.peg.1112	72.87	84.04	89.31
645463.3.peg.1125	42.04	45.32	58.62
645463.3.peg.1128	29.87	33.43	39.14
645463.3.peg.1129	68.04	76.21	90.61
645463.3.peg.1130	15.68	15.82	19.73
645463.3.peg.1176	1.71	1.88	2.27
645463.3.peg.1196	5170.75	5702.21	4524.06
645463.3.peg.1199	130.73	134.3	151.11
645463.3.peg.1218	29.85	31.48	33.92
645463.3.peg.1223	45.95	47.03	48.44
645463.3.peg.1233	127.19	139.99	148.15
645463.3.peg.1240	142.38	156.58	167.09
645463.3.peg.1245	131.46	151.71	159.48
645463.3.peg.1250	149.63	184.63	170.24
645463.3.peg.1252	175.73	179.93	219.26
645463.3.peg.1254	18.12	21.71	22.2
645463.3.peg.1256	28.79	33.66	36.19
645463.3.peg.1257	793.04	819.24	979.48
645463.3.peg.1258	26.31	31.65	29.92
645463.3.peg.1262	168.33	174.79	191.09
645463.3.peg.1272	130.31	136.36	131.18
645463.3.peg.1304	10.64	11.38	13.12
645463.3.peg.1308	68.93	74.42	86.97
645463.3.peg.1309	82.39	87.56	98.42
645463.3.peg.1323	88.58	107.53	98.57
645463.3.peg.1324	7.22	7.99	8.56
645463.3.peg.1330	67.58	79.21	86.07
645463.3.peg.1332	78.42	88.04	98.41
645463.3.peg.1351	33.67	43.4	42.63
645463.3.peg.1372	28.39	32.21	33.86
645463.3.peg.1373	29.76	34.4	38.46
645463.3.peg.1374	17.5	19.9	23.91
645463.3.peg.1376	248.51	270.04	265.86
645463.3.peg.1377	341.78	379.57	414.3
645463.3.peg.1378	195.94	206.6	231.3
645463.3.peg.1379	271.52	302.35	321.74
645463.3.peg.1380	259.63	297.08	316.13
645463.3.peg.1406	293.19	319.85	413.74
645463.3.peg.1409	23.39	25.51	28.58
645463.3.peg.1410	18.6	20.12	23.77
645463.3.peg.1411	79.55	89.12	104.89
645463.3.peg.1418	25.09	27.68	34.03
645463.3.peg.1419	48.23	50.99	61.47
645463.3.peg.1421	8.21	10.75	10.84
645463.3.peg.1423	162.89	171.65	165.45
645463.3.peg.1428	28.07	27.65	31.08
645463.3.peg.1441	1223.42	1324.0	1536.39
645463.3.peg.1442	1094.67	1060.53	1263.25
645463.3.peg.1447	33.29	42.09	41.73
645463.3.peg.1451	235.32	257.65	249.46
645463.3.peg.1456	181.74	185.06	192.65
645463.3.peg.1464	17.25	18.98	20.48
645463.3.peg.1466	370.38	418.43	446.24
645463.3.peg.1476	1.22	2.1	2.03
645463.3.peg.1478	4.46	4.83	5.34
645463.3.peg.1479	5.77	7.37	8.25
645463.3.peg.1481	10.15	11.66	12.64
645463.3.peg.1482	8.2	8.27	9.69
645463.3.peg.1483	4.44	4.66	7.57
645463.3.peg.1493	1.48	1.86	1.84
645463.3.peg.1494	2.2	2.86	2.88
645463.3.peg.1562	2.66	3.99	3.92
645463.3.peg.1577	190.24	212.68	205.34
645463.3.peg.1580	222.0	227.23	226.26
645463.3.peg.1582	56.03	64.06	64.8
645463.3.peg.1592	2.06	2.11	2.42
645463.3.peg.1593	1.42	1.65	1.72
645463.3.peg.1594	3.4	5.28	4.79
645463.3.peg.1595	30.16	31.95	27.12
645463.3.peg.1596	18.44	18.04	17.32
645463.3.peg.1598	56.45	61.93	64.56
645463.3.peg.1601	32.99	37.4	38.46
645463.3.peg.1602	26.89	30.87	34.96
645463.3.peg.1603	17.55	18.06	21.88
645463.3.peg.1604	106.33	124.0	133.23
645463.3.peg.1633	1.51	1.76	2.29
645463.3.peg.1639	290.16	316.82	338.25
645463.3.peg.1649	19.67	24.5	25.95
645463.3.peg.1650	11.01	14.92	14.47
645463.3.peg.1651	14.29	15.06	20.64
645463.3.peg.1652	28.33	32.22	34.37
645463.3.peg.1655	48.86	54.52	50.65
645463.3.peg.1656	4.42	4.4	7.2
645463.3.peg.1657	32.42	37.48	35.82
645463.3.peg.1658	79.62	91.18	86.56
645463.3.peg.1659	271.24	295.87	272.9
645463.3.peg.1663	12.7	13.8	16.81
645463.3.peg.1667	1.7	1.61	1.99
645463.3.peg.1668	16.83	20.0	20.59
645463.3.peg.1693	4243.4	4877.87	4227.15
645463.3.peg.1694	3924.12	4331.13	3863.48
645463.3.peg.1699	90.91	103.43	105.9
645463.3.peg.1700	2897.15	2639.61	2722.59
645463.3.peg.1701	2309.15	2297.7	2369.86
645463.3.peg.1702	1485.27	1364.66	1487.33
645463.3.peg.1703	2009.79	1876.89	1904.53
645463.3.peg.1706	75.75	80.43	94.67
645463.3.peg.1707	88.11	96.29	107.34
645463.3.peg.1711	6.91	6.44	5.91
645463.3.peg.1721	4.15	4.81	6.25
645463.3.peg.1733	6.05	6.93	8.21
645463.3.peg.1738	13.56	15.61	14.45
645463.3.peg.1749	1.74	2.18	1.95
645463.3.peg.1750	15.03	18.91	18.21
645463.3.peg.1761	116.28	124.54	124.24
645463.3.peg.1772	24.77	27.77	31.13
645463.3.peg.1774	57.92	63.15	53.25
645463.3.peg.1783	24.16	28.68	33.56
645463.3.peg.1792	90.0	104.6	99.76
645463.3.peg.1800	97.4	104.61	110.12
645463.3.peg.1805	968.45	1050.29	1183.69
645463.3.peg.1815	4.05	3.82	4.04
645463.3.peg.1817	10.97	13.26	13.09
645463.3.peg.1824	30.73	32.04	35.12
645463.3.peg.1826	59.42	68.21	68.95
645463.3.peg.1828	132.93	152.77	144.36
645463.3.peg.1830	19.27	22.2	21.89
645463.3.peg.1834	80.33	94.56	88.74
645463.3.peg.1835	74.19	86.19	85.15
645463.3.peg.1840	7.63	9.51	9.46
645463.3.peg.1841	39.35	44.59	47.75
645463.3.peg.1842	19.29	21.85	22.03
645463.3.peg.1843	28.87	36.87	39.04
645463.3.peg.1844	24.64	27.9	33.56
645463.3.peg.1845	25.32	28.34	33.65
645463.3.peg.1846	8.05	10.17	9.55
645463.3.peg.1847	5.43	6.88	7.49
645463.3.peg.1848	5.1	6.14	7.07
645463.3.peg.1947	207.19	224.32	213.31
645463.3.peg.1948	102.52	123.92	105.03
645463.3.peg.1962	1.04	1.06	1.2
645463.3.peg.1963	1.23	1.1	1.24
645463.3.peg.1966	1.68	2.23	1.82
645463.3.peg.1973	0.81	1.39	1.38
645463.3.peg.1978	4.26	4.16	3.2
645463.3.peg.1988	99.38	109.12	124.45
645463.3.peg.1989	70.21	72.46	80.9
645463.3.peg.1990	173.52	193.83	201.23
645463.3.peg.1991	201.98	205.68	219.06
645463.3.peg.2027	69.45	77.6	87.24
645463.3.peg.2042	29.7	31.91	29.14
645463.3.peg.2062	3.13	3.14	3.24
645463.3.peg.2078	58.14	67.76	67.16
645463.3.peg.2080	5.05	6.54	6.82
645463.3.peg.2081	2.26	2.9	2.59
645463.3.peg.2082	1.18	1.24	0.83
645463.3.peg.2083	1.66	1.37	1.89
645463.3.peg.2084	2.04	2.57	1.88
645463.3.peg.2096	15.68	17.26	18.81
645463.3.peg.2100	48.4	56.33	63.69
645463.3.peg.2101	34.7	38.63	40.05
645463.3.peg.2106	198.66	229.12	251.94
645463.3.peg.2121	1.96	1.45	1.66
645463.3.peg.2127	1.43	0.9	0.76
645463.3.peg.2128	1.33	1.47	1.6
645463.3.peg.2129	1.39	1.72	1.3
645463.3.peg.2130	0.78	1.48	1.34
645463.3.peg.2134	4.36	5.07	5.51
645463.3.peg.2135	4.36	4.53	4.92
645463.3.peg.2137	1.1	1.4	1.26
645463.3.peg.2138	1.16	1.54	1.39
645463.3.peg.2155	163.34	166.59	178.09
645463.3.peg.2158	59.69	66.15	72.28
645463.3.peg.2163	167.77	177.1	173.01
645463.3.peg.2167	590.87	653.06	541.06
645463.3.peg.2169	213.77	235.81	255.18
645463.3.peg.2170	335.5	353.17	365.66
645463.3.peg.2183	218.41	260.99	248.32
645463.3.peg.2187	40.42	45.61	53.29
645463.3.peg.2191	410.1	463.6	531.69
645463.3.peg.2218	44.58	50.85	51.08
645463.3.peg.2222	43.63	50.65	45.92
645463.3.peg.2226	60.87	71.88	73.07
645463.3.peg.2238	7.62	8.26	9.17
645463.3.peg.2242	29.96	34.24	36.24
645463.3.peg.2243	16.7	19.07	21.18
645463.3.peg.2246	4.09	4.99	5.71
645463.3.peg.2250	2.82	3.12	3.2
645463.3.peg.2253	0.94	0.94	1.26
645463.3.peg.2254	0.63	0.42	0.52
645463.3.peg.2255	0.16	0.24	0.5
645463.3.peg.2256	0.53	0.59	0.57
645463.3.peg.2261	35.57	39.87	38.75
645463.3.peg.2273	22.86	28.5	26.15
645463.3.peg.2284	10.89	14.12	13.49
645463.3.peg.2288	43.33	45.35	55.75
645463.3.peg.2289	18.8	21.03	26.09
645463.3.peg.2293	90.03	88.72	126.28
645463.3.peg.2302	10.8	12.64	12.64
645463.3.peg.2303	3.7	4.25	4.55
645463.3.peg.2316	11.91	12.77	13.86
645463.3.peg.2317	3.93	4.58	4.94
645463.3.peg.2324	2.55	3.22	2.98
645463.3.peg.2325	1.55	1.37	1.27
645463.3.peg.2326	0.66	0.45	0.69
645463.3.peg.2327	3.22	4.1	3.76
645463.3.peg.2328	0.86	0.6	0.89
645463.3.peg.2329	0.48	0.39	0.6
645463.3.peg.2334	31.44	35.71	35.81
645463.3.peg.2356	111.18	128.16	136.08
645463.3.peg.2358	284.46	301.57	343.96
645463.3.peg.2359	245.57	269.56	301.04
645463.3.peg.2360	7.02	7.64	7.84
645463.3.peg.2361	9.72	10.66	11.6
645463.3.peg.2362	162.96	178.01	191.93
645463.3.peg.2363	1207.61	1377.37	1263.88
645463.3.peg.2364	1263.33	1322.4	1259.43
645463.3.peg.2366	200.91	219.82	261.26
645463.3.peg.2367	58.96	73.25	84.25
645463.3.peg.2368	40.08	42.49	46.9
645463.3.peg.2369	27.52	27.57	31.6
645463.3.peg.2370	22.21	24.17	29.11
645463.3.peg.2371	84.24	86.15	149.25
645463.3.peg.2372	248.59	267.56	282.76
645463.3.peg.2375	32.73	34.92	39.08
645463.3.peg.2376	24.25	24.21	27.8
645463.3.peg.2378	41.88	46.98	46.44
645463.3.peg.2379	7.27	7.12	8.54
645463.3.peg.2384	22.34	22.88	23.86
645463.3.peg.2389	355.83	405.13	415.96
645463.3.peg.2390	142.63	140.49	151.87
645463.3.peg.2391	161.56	189.08	193.2
645463.3.peg.2402	205.0	233.64	295.92
645463.3.peg.2407	53.74	51.24	68.89
645463.3.peg.2408	115.52	125.93	142.47
645463.3.peg.2409	125.67	146.95	157.87
645463.3.peg.2416	439.16	421.43	507.12
645463.3.peg.2417	271.46	270.55	301.28
645463.3.peg.2419	496.68	581.64	562.13
645463.3.peg.2446	329.43	386.79	366.64
645463.3.peg.2447	49.55	52.21	46.54
645463.3.peg.2456	66.71	72.49	88.04
645463.3.peg.2459	6.34	7.16	6.25
645463.3.peg.2464	1.32	1.83	1.38
645463.3.peg.2478	7.12	8.98	8.48
645463.3.peg.2479	460.8	506.11	558.35
645463.3.peg.2480	266.21	285.05	333.63
645463.3.peg.2486	47.84	53.21	52.46
645463.3.peg.2487	46.02	54.81	57.22
645463.3.peg.2496	1267.7	1290.18	1312.11
645463.3.peg.2516	16.99	22.38	21.04
645463.3.peg.2535	10.37	10.47	10.78
645463.3.peg.2536	5.41	7.02	7.08
645463.3.peg.2542	50.84	56.17	57.97
645463.3.peg.2546	48.38	54.58	56.45
645463.3.peg.2551	13.77	15.0	16.88
645463.3.peg.2553	12.45	13.8	15.65
645463.3.peg.2560	6.44	6.62	7.79
645463.3.peg.2561	4.64	5.37	6.01
645463.3.peg.2563	2.99	3.58	3.55
645463.3.peg.2565	156.28	166.47	199.66
645463.3.peg.2567	65.49	74.5	84.56
645463.3.peg.2569	171.66	187.26	213.63
645463.3.peg.2572	24.87	27.46	29.28
645463.3.peg.2583	36.57	39.13	40.23
645463.3.peg.2586	229.75	247.69	211.59
645463.3.peg.2602	58.8	62.86	71.7
645463.3.peg.2615	8.02	9.07	8.85
645463.3.peg.2619	18.81	20.21	22.23
645463.3.peg.2620	77.01	84.03	101.78
645463.3.peg.2621	156.24	175.83	194.91
645463.3.peg.2630	303.14	314.86	350.73
645463.3.peg.2631	111.67	115.93	135.49
645463.3.peg.2633	186.85	202.36	248.69
645463.3.peg.2635	96.29	110.17	130.66
645463.3.peg.2637	27.84	30.88	36.92
645463.3.peg.2638	142.29	152.84	152.4
645463.3.peg.2641	22.85	26.88	26.23
645463.3.peg.2642	19.29	20.34	25.4
645463.3.peg.2643	26.93	32.06	33.22
645463.3.peg.2653	84.09	93.73	100.46
645463.3.peg.2654	26.01	28.34	29.16
645463.3.peg.2656	547.2	590.25	665.02
645463.3.peg.2662	113.67	124.9	139.97
645463.3.peg.2678	228.21	243.04	248.97
645463.3.peg.2699	93.94	103.37	113.03
645463.3.peg.2701	69.17	80.0	78.07
645463.3.peg.2702	77.07	90.32	98.06
645463.3.peg.2703	24.36	27.8	29.4
645463.3.peg.2716	53.19	63.68	66.45
645463.3.peg.2717	49.35	57.34	64.65
645463.3.peg.2718	33.71	39.87	41.36
645463.3.peg.2719	392.46	455.94	561.69
645463.3.peg.2721	84.1	102.45	122.61
645463.3.peg.2723	0.36	0.86	0.6
645463.3.peg.2726	1.79	1.53	1.64
645463.3.peg.2727	1.95	1.91	1.8
645463.3.peg.2729	1938.51	2027.77	2271.32
645463.3.peg.2739	54.76	61.15	60.48
645463.3.peg.2741	481.09	513.95	641.49
645463.3.peg.2743	33.88	37.2	46.22
645463.3.peg.2744	11.89	15.23	17.76
645463.3.peg.2752	53.0	59.97	95.28
645463.3.peg.2753	34.75	39.37	44.5
645463.3.peg.2756	1.53	1.54	1.69
645463.3.peg.2762	124.77	139.68	158.89
645463.3.peg.2763	112.15	123.95	132.19
645463.3.peg.2774	910.0	1036.38	880.89
645463.3.peg.2775	36.08	39.98	40.85
645463.3.peg.2782	2.47	3.69	3.45
645463.3.peg.2783	8.71	9.11	8.33
645463.3.peg.2784	149.06	156.24	156.92
645463.3.peg.2787	2.49	3.39	3.17
645463.3.peg.2788	651.82	735.43	819.72
645463.3.peg.2789	331.55	374.64	412.32
645463.3.peg.2793	157.89	171.68	178.37
645463.3.peg.2794	167.59	173.32	174.71
645463.3.peg.2802	753.55	839.3	852.9
645463.3.peg.2808	48.56	54.94	51.86
645463.3.peg.2809	8.48	10.27	9.49
645463.3.peg.2818	49.22	55.48	64.5
645463.3.peg.2819	29.42	36.82	41.6
645463.3.peg.2821	90.89	114.84	116.79
645463.3.peg.2826	58.56	71.45	78.93
645463.3.peg.2827	31.72	36.9	42.75
645463.3.peg.2830	560.37	560.87	527.15
645463.3.peg.2831	1188.02	1376.63	1299.65
645463.3.peg.2833	21.7	22.14	22.13
645463.3.peg.2835	264.41	276.59	300.54
645463.3.peg.2837	515.9	589.42	597.87
645463.3.peg.2840	217.45	247.86	237.88
645463.3.peg.2841	64.75	81.25	75.77
645463.3.peg.2842	91.29	101.19	103.13
645463.3.peg.2845	9.11	10.19	10.14
645463.3.peg.2859	1.42	1.27	1.29
645463.3.peg.2880	11.52	15.57	15.93
645463.3.peg.2886	6.9	8.03	8.06
645463.3.peg.2893	116.22	131.19	129.59
645463.3.peg.2903	13.64	15.53	15.98
645463.3.peg.2906	46.62	53.24	58.08
645463.3.peg.2907	36.45	39.77	45.33
645463.3.peg.2909	41.87	50.16	52.21
645463.3.peg.2914	1.05	1.09	1.18
645463.3.peg.2930	2.89	2.64	2.83
645463.3.peg.2931	1.6	2.26	0.99
645463.3.peg.2932	3.36	3.73	3.71
645463.3.peg.2941	797.1	943.1	1095.55
645463.3.peg.2943	617.42	671.79	790.85
645463.3.peg.2944	708.6	734.19	804.38
645463.3.peg.2945	2388.35	2483.36	2302.41
645463.3.peg.2965	16741.11	18270.7	18675.01
645463.3.peg.2969	16.88	19.48	19.78
645463.3.peg.2970	26.48	26.52	29.87
645463.3.peg.2971	22.53	21.09	29.29
645463.3.peg.2985	3.56	3.38	3.69
645463.3.peg.2989	10.67	11.43	14.64
645463.3.peg.2990	9.34	9.0	11.6
645463.3.peg.2993	150.77	168.97	170.44
645463.3.peg.2994	158.25	192.58	190.54
645463.3.peg.3003	4.01	3.98	3.44
645463.3.peg.3004	2.56	2.54	2.95
645463.3.peg.3005	3.54	3.22	3.87
645463.3.peg.3007	12.36	15.32	14.34
645463.3.peg.3010	769.26	781.39	663.48
645463.3.peg.3013	4.96	5.97	6.14
645463.3.peg.3014	6.94	6.3	8.43
645463.3.peg.3015	11.48	10.77	11.77
645463.3.peg.3016	8.04	8.67	9.61
645463.3.peg.3027	17.81	14.85	19.25
645463.3.peg.3032	13.32	16.71	14.92
645463.3.peg.3033	925.44	922.69	906.05
645463.3.peg.3048	3.56	4.31	4.94
645463.3.peg.3057	2.38	2.7	3.36
645463.3.peg.3059	2.98	3.45	3.93
645463.3.peg.3063	79.25	79.59	84.12
645463.3.peg.3064	36.73	37.35	37.87
645463.3.peg.3085	2.9	2.65	3.23
645463.3.peg.3087	1.48	1.55	1.77
645463.3.peg.3090	10.85	11.46	12.32
645463.3.peg.3091	2.26	2.44	2.69
645463.3.peg.3097	1.42	1.76	1.68
645463.3.peg.3101	4.64	5.46	6.16
645463.3.peg.3102	1.69	1.64	1.77
645463.3.peg.3105	10.59	12.95	14.54
645463.3.peg.3106	1.07	1.27	1.11
645463.3.peg.3108	20.11	22.06	24.04
645463.3.peg.3110	2.57	2.72	2.62
645463.3.peg.3111	14.06	17.7	15.77
645463.3.peg.3114	7.61	7.8	5.87
645463.3.peg.3122	16.32	19.31	23.92
645463.3.peg.3123	11.81	14.26	16.57
645463.3.peg.3140	12.39	11.81	13.04
645463.3.peg.3141	8.09	9.4	9.55
645463.3.peg.3143	0.86	1.37	1.51
645463.3.peg.3144	0.52	0.43	0.66
645463.3.peg.3146	0.81	0.88	0.82
645463.3.peg.3147	4.56	3.97	4.74
645463.3.peg.3150	2.69	2.59	2.95
645463.3.peg.3215	3095.5	3062.65	3556.15
645463.3.peg.3216	2696.23	2901.04	3150.26
645463.3.peg.3217	1353.55	1379.25	1614.93
645463.3.peg.3218	1121.87	1085.85	1262.79
645463.3.peg.3219	8689.86	9702.87	9881.96
645463.3.peg.3222	3.98	4.15	4.42
645463.3.peg.3223	4.78	5.68	5.89
645463.3.peg.3226	7.52	8.29	9.94
645463.3.peg.3227	14.42	15.8	18.08
645463.3.peg.3237	32.27	35.09	42.96
645463.3.peg.3274	76.27	84.98	96.53
645463.3.peg.3276	377.14	443.21	421.16
645463.3.peg.3279	582.02	612.44	634.28
645463.3.peg.3289	2899.02	3235.26	3503.87
645463.3.peg.3291	1491.49	1437.22	1558.93
645463.3.peg.3292	2070.06	2267.56	2322.8
645463.3.peg.3293	6842.7	7746.91	7712.92
645463.3.peg.3295	3883.24	4300.53	4242.34
645463.3.peg.3304	26.03	32.91	40.58
645463.3.peg.3307	96.37	104.18	111.43
645463.3.peg.3312	12.05	16.15	18.49
645463.3.peg.3313	8.53	11.01	12.97
645463.3.peg.3314	7.5	8.5	10.51
645463.3.peg.3322	87.29	97.31	103.25
645463.3.peg.3326	22.17	25.83	25.75
645463.3.peg.3328	249.84	285.79	315.87
645463.3.peg.3330	73.47	76.81	87.69
645463.3.peg.3331	48.42	53.83	59.5
