reaction	linear_coefficient
rxn08352_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00187_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00376_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn08850_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00500_c	[0.00022159691938471315, 0.00022657990225321127, 0.00020775315498331817]
rxn05734_c	[0.021313323111603017, 0.017891602861255386, 0.022604399976226187]
rxn00772_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn02229_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00546_c	[0.016494934031612504, 0.017286842494130268, 0.016660410869345218]
rxn02503_c	[0.0024740011862304095, 0.002446953485444704, 0.0025401571320640757]
rxn03135_c	[0.05441369098638105, 0.0575365182221687, 0.0524994364427948]
rxn01345_c	[0.033530421195416826, 0.03246660135619565, 0.0402061253983051]
rxn05429_c	[0.0009574659346999871, 0.0011493183447626658, 0.0009573779410056003]
rxn05645_c	[0.0005154666884878906, 0.0006775505289600859, 0.0005274145815942485]
rxn08310_c	[0.01551417354204458, 0.014821828291839291, 0.014288919314136159]
rxn00915_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03837_c	[0.03864208274823185, 0.03682142329394637, 0.0402061253983051]
rxn02853_c	[0.021313323111603017, 0.017891602861255386, 0.022604399976226187]
rxn01967_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn06752_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10224_c	[0.01551417354204458, 0.014821828291839291, 0.014288919314136159]
rxn01135_c	[0.032743781996415026, 0.02500807259313583, 0.030129026489062714]
rxn01653_c	[0.032743781996415026, 0.03114105419856937, 0.03566179285618288]
rxn00474_c	[0.0022440421189443864, 0.002236792416688102, 0.0022263856144861776]
rxn03147_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03843_c	[0.05441369098638105, 0.05677523164237592, 0.05342522305353232]
rxn11809_c	[8.003770134110934e-05, 7.826310633383866e-05, 7.174980094784701e-05]
rxn01116_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00606_c	[0.40877165422996264, 0.23709507051888987, 0.24229265244557058]
rxn02182_c	[0.037015047685148406, 0.04365767826748469, 0.03960481923066008]
rxn02811_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03062_c	[0.14271498634282057, 0.13682087599949647, 0.14329077784815922]
rxn10258_c	[0.012123919864342069, 0.012085356042404374, 0.013190183556337784]
rxn08847_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01544_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00863_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn09113_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00711_c	[0.0024740011862304095, 0.0025367097752261696, 0.002564787660747665]
rxn10316_c	[0.01490313944897029, 0.013849286054390123, 0.01618547002277253]
rxn01270_c	[0.04473510208689347, 0.045989152624003236, 0.0439451467417291]
rxn00908_c	[0.0022440421189443864, 0.002380183562558492, 0.002436280554572417]
rxn08299_c	[0.012123919864342069, 0.012085356042404374, 0.013190183556337784]
rxn01138_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn14090_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn02402_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10324_c	[0.01490313944897029, 0.013849286054390123, 0.01618547002277253]
rxn05452_c	[0.0025707631833741386, 0.0027999584056218082, 0.002704003692437518]
rxn01607_c	[0.12010373841767853, 0.12580657519552094, 0.11284637350269143]
rxn05465_c	[0.0025707631833741386, 0.0027999584056218082, 0.002704003692437518]
rxn08820_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05494_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05347_c	[0.0009574659346999871, 0.0011493183447626658, 0.0009573779410056003]
rxn04413_c	[0.05622230411817865, 0.05677523164237592, 0.04722047161037074]
rxn00404_c	[0.002844324879002706, 0.003054450324819256, 0.003004389053122161]
rxn00145_c	[0.013825019665979975, 0.013849286054390123, 0.016365915417693607]
rxn05388_c	[0.0009574659346999871, 0.0011493183447626658, 0.0009573779410056003]
rxn14287_c	[0.0024740011862304095, 0.002550939430923231, 0.002906937830939264]
rxn01404_c	[0.03693799646520062, 0.03682142329394637, 0.03960481923066008]
rxn01870_c	[0.0001911348091727984, 0.00021125565765637568, 0.0001750909321637759]
rxn01303_c	[0.17321711540540588, 1.0, 0.1548478502635199]
rxn04736_c	[8.003770134110934e-05, 7.826310633383866e-05, 7.174980094784701e-05]
rxn03489_c	[0.05441369098638105, 0.05677523164237592, 0.04722047161037074]
rxn00297_c	[0.06225619112525243, 0.06354362210412824, 0.06964281985284866]
rxn02131_c	[0.02258616148143812, 0.0193835275316473, 0.018872874880662416]
rxn06023_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03481_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00611_c	[0.002808487102282807, 0.0029121537678486404, 0.003117368217301233]
rxn05919_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00832_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05871_c	[8.003770134110934e-05, 7.826310633383866e-05, 7.174980094784701e-05]
rxn01106_c	[0.00016186729151821365, 0.0001576208015674513, 0.00015474397368602823]
rxn00690_c	[0.0008182959017710432, 0.0008756711198191739, 0.0008069175375254137]
rxn00931_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn02418_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn08756_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn09450_c	[0.03340498897689718, 0.03235878434956791, 0.03960481923066008]
rxn00938_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05527_c	[0.11548723547987678, 0.07539692529978054, 0.07969207555575308]
rxn00412_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10275_c	[0.0005387612433558255, 0.0005461998609872097, 0.0006339683904645586]
rxn02339_c	[0.001425148920894678, 0.0011438454002637957, 0.0015431561666544409]
rxn00787_c	[0.08877435400914221, 0.110184055123497, 0.11210638674963228]
rxn02737_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn04604_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn08846_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03005_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03437_c	[0.13650071585958998, 0.13365587219580005, 0.12694681572777056]
rxn00552_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01639_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05409_c	[0.0009574659346999871, 0.0011493183447626658, 0.0009573779410056003]
rxn00313_c	[0.012060009162524914, 0.003071142805540809, 0.0032383790756162585]
rxn00735_c	[0.14271498634282057, 0.13682087599949647, 0.14329077784815922]
rxn00775_c	[0.014104554324395191, 0.01631375296223121, 0.012438416985212582]
rxn02680_c	[0.024530958164771344, 0.030294936979044094, 0.030129026489062714]
rxn05363_c	[0.0009574659346999871, 0.0011493183447626658, 0.0009573779410056003]
rxn00547_c	[0.12010373841767853, 0.12580657519552094, 0.11284637350269143]
rxn00505_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn08647_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10168_c	[0.13650071585958998, 0.07539692529978054, 0.09619560066630935]
rxn03366_c	[0.002014680347937028, 0.0018969225633082853, 0.002128398946027551]
rxn02421_c	[0.022858528584509357, 0.024311366758429702, 0.025200778967241932]
rxn07879_c	[0.014104554324395191, 0.015985923586748906, 0.014022267068822517]
rxn08025_c	[0.0009043065658988024, 0.0009046777256631841, 0.0008952661730208969]
rxn02895_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10283_c	[0.0005387612433558255, 0.0005461998609872097, 0.0006339683904645586]
rxn00189_c	[0.00298110572681699, 0.003071142805540809, 0.014042614027300265]
rxn00543_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn09992_c	[0.0009043065658988024, 0.0009046777256631841, 0.0008952661730208969]
rxn00420_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn06205_c	[0.03340498897689718, 0.03307792925671941, 0.03960481923066008]
rxn04045_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn09657_c	[0.11548723547987678, 0.07539692529978054, 0.07969207555575308]
rxn10253_c	[0.012123919864342069, 0.012085356042404374, 0.013190183556337784]
rxn10221_c	[0.01551417354204458, 0.014821828291839291, 0.014288919314136159]
rxn02792_c	[0.03340498897689718, 0.03235878434956791, 0.03960481923066008]
rxn05451_c	[0.0025707631833741386, 0.0027999584056218082, 0.002704003692437518]
rxn00469_c	[0.00298110572681699, 0.003071142805540809, 0.014042614027300265]
rxn02804_c	[0.024530958164771344, 0.030294936979044094, 0.030129026489062714]
rxn05005_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn02795_c	[0.00034523724906836714, 0.0003179780753843375, 0.00043210514451427263]
rxn09996_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00048_c	[0.00031895621280710734, 0.00036559269252450506, 0.0003881985499043961]
rxn07876_c	[0.002014680347937028, 0.0018969225633082853, 0.002128398946027551]
rxn12191_c	[8.003770134110934e-05, 7.826310633383866e-05, 7.174980094784701e-05]
rxn05231_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00283_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn08851_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn02155_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05549_c	[0.00298110572681699, 0.002999720879830558, 0.003117368217301233]
rxn02228_c	[0.013825019665979975, 0.013849286054390123, 0.016365915417693607]
rxn05170_c	[0.032743781996415026, 0.03114105419856937, 0.03960481923066008]
rxn02475_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00575_c	[0.07101972212582523, 0.07251651461002534, 0.08652437003407046]
rxn05460_c	[0.0009574659346999871, 0.0011493183447626658, 0.0009573779410056003]
rxn03108_c	[0.02258616148143812, 0.024311366758429702, 0.024697994914331275]
rxn07449_c	[0.00298110572681699, 0.016559488170230466, 0.0163728762192781]
rxn01018_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00714_c	[0.0003261237681510873, 0.0003907682372193063, 0.0004187189876210176]
rxn05236_c	[0.002261961007304336, 0.002446953485444704, 0.0023233013903933442]
rxn01201_c	[0.02258616148143812, 0.024311366758429702, 0.022604399976226187]
rxn00124_c	[0.0022440421189443864, 0.0022094276941937527, 0.0023233013903933442]
rxn08793_c	[0.013825019665979975, 0.013849286054390123, 0.016365915417693607]
rxn00947_c	[0.03340498897689718, 0.03235878434956791, 0.03960481923066008]
rxn00440_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn02789_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03666_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00988_c	[0.03340498897689718, 0.03235878434956791, 0.03960481923066008]
rxn01600_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05455_c	[0.0025707631833741386, 0.0027999584056218082, 0.002704003692437518]
rxn01506_c	[0.033365567422505286, 0.03114105419856937, 0.03401583100458824]
rxn00410_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01333_c	[0.002844324879002706, 0.003054450324819256, 0.003004389053122161]
rxn10257_c	[0.012123919864342069, 0.012085356042404374, 0.013190183556337784]
rxn06394_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn12510_c	[0.0003249291755937573, 0.0003097686586360328, 0.00033947293881294774]
rxn00151_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03933_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn04780_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00414_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn09110_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05594_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05349_c	[0.0009574659346999871, 0.0011493183447626658, 0.0009573779410056003]
rxn00303_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01977_c	[0.0008744417519655528, 0.0008882588921665745, 0.0009091877761898822]
rxn01073_c	[0.05790488773517794, 0.0575365182221687, 0.059107378931581224]
rxn02405_c	[0.01551417354204458, 0.014821828291839291, 0.014288919314136159]
rxn00011_c	[0.14762655364228283, 0.14441458649167838, 0.14011076241659756]
rxn01986_c	[0.023501219380352892, 0.024749202318339287, 0.022604399976226187]
rxn02200_c	[0.0022147746012898015, 0.002196292627396466, 0.0022076449948356205]
rxn01069_c	[0.002808487102282807, 0.003054450324819256, 0.0030739970689670866]
rxn10323_c	[0.01490313944897029, 0.013849286054390123, 0.01618547002277253]
rxn08783_c	[0.00022159691938471315, 0.00022657990225321127, 0.00020775315498331817]
rxn08975_c	[0.0004909775410626259, 0.0004920177104483983, 0.0005108157470466123]
rxn01646_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00105_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03243_c	[0.024530958164771344, 0.030294936979044094, 0.030129026489062714]
rxn03446_c	[0.002808487102282807, 0.003054450324819256, 0.0030739970689670866]
rxn01302_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00607_c	[0.023501219380352892, 0.024311366758429702, 0.0264890627066488]
rxn00490_c	[0.0015087703999077775, 0.002196292627396466, 0.0018505023289235765]
rxn03486_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00223_c	[0.0008744417519655528, 0.0008882588921665745, 0.0009091877761898822]
rxn00784_c	[0.023501219380352892, 0.02775384884821883, 0.030129026489062714]
rxn01537_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00328_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn02285_c	[0.00298110572681699, 0.013217160964770656, 0.013717062691656302]
rxn05663_c	[0.023501219380352892, 0.02500807259313583, 0.03015258612519484]
rxn00559_c	[0.00298110572681699, 0.003071142805540809, 0.012759684750650703]
rxn08848_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn08840_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn07609_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03907_c	[0.022858528584509357, 0.024311366758429702, 0.025200778967241932]
rxn01987_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03538_c	[0.05441369098638105, 0.045649282770623426, 0.0402061253983051]
rxn09310_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn02834_c	[0.07852654175608689, 0.07554031644565092, 0.06766916488050713]
rxn01213_c	[0.02258616148143812, 0.024311366758429702, 0.022604399976226187]
rxn09953_c	[0.032743781996415026, 0.03188756382821522, 0.03566179285618288]
rxn00459_c	[0.0001588808101248887, 0.00015652621266767734, 0.00015420852741029802]
rxn10274_c	[0.0005387612433558255, 0.0005461998609872097, 0.0006339683904645586]
rxn04032_c	[0.07101972212582523, 0.07474181384326582, 0.08884124606915504]
rxn00770_c	[0.002808487102282807, 0.0028607080895592637, 0.0026670578994121338]
rxn05902_c	[0.06168875966052068, 0.05677523164237592, 0.06551452906696881]
rxn05209_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn06377_c	[0.0024740011862304095, 0.0025367097752261696, 0.002906937830939264]
rxn05059_c	[0.0015027974371211274, 0.001576208015674513, 0.001991324699440619]
rxn04238_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01366_c	[0.03340498897689718, 0.03307792925671941, 0.03960481923066008]
rxn01208_c	[0.14271498634282057, 0.13682087599949647, 0.14329077784815922]
rxn01647_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10474_c	[0.05622230411817865, 0.05677523164237592, 0.05697362552279636]
rxn00260_c	[0.001425148920894678, 0.0011438454002637957, 0.0015431561666544409]
rxn07454_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00461_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10473_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00181_c	[0.00036435072998564696, 0.00045808545455540536, 0.0004588774583007827]
rxn03856_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00858_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03136_c	[0.0008822066035881976, 0.0009577652873022215, 0.0012251010788707011]
rxn05287_c	[0.032743781996415026, 0.03114105419856937, 0.03440188776938972]
rxn02937_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03467_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01652_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03137_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn08818_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00992_c	[0.14905887011852148, 0.5310874193424805, 0.4130389735280716]
rxn08312_c	[0.01551417354204458, 0.014821828291839291, 0.014288919314136159]
rxn00952_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01396_c	[0.0022440421189443864, 0.0022094276941937527, 0.0023233013903933442]
rxn00161_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01961_c	[0.018080158355189398, 0.020558568715554653, 0.02197043158576163]
rxn01517_c	[0.0016413701737714064, 0.0016243699272645675, 0.0018505023289235765]
rxn06750_c	[0.02258616148143812, 0.024311366758429702, 0.022604399976226187]
rxn09978_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01807_c	[0.0022440421189443864, 0.0022094276941937527, 0.0023233013903933442]
rxn05006_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01800_c	[0.0015027974371211274, 0.001576208015674513, 0.001991324699440619]
rxn02107_c	[0.002014680347937028, 0.0018969225633082853, 0.002128398946027551]
rxn08309_c	[0.01551417354204458, 0.014821828291839291, 0.014288919314136159]
rxn05379_c	[0.0009574659346999871, 0.0011493183447626658, 0.0009573779410056003]
rxn08655_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03841_c	[0.03340498897689718, 0.03188756382821522, 0.03566179285618288]
rxn04954_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn04113_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00676_c	[0.024530958164771344, 0.030294936979044094, 0.030129026489062714]
rxn05551_c	[1.0, 1.0, 0.5291794125190552]
rxn05599_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01257_c	[0.023501219380352892, 0.024311366758429702, 0.024697994914331275]
rxn00980_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01648_c	[0.03340498897689718, 0.03307792925671941, 0.03960481923066008]
rxn01216_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn02213_c	[0.029726241196599473, 0.026791157910867624, 0.03363298691744115]
rxn03365_c	[0.002014680347937028, 0.0018969225633082853, 0.002128398946027551]
rxn03892_c	[0.032743781996415026, 0.03114105419856937, 0.03440188776938972]
rxn05454_c	[0.0025707631833741386, 0.0027999584056218082, 0.002704003692437518]
rxn01127_c	[0.0001666456617475336, 0.00016966127946496494, 0.00015474397368602823]
rxn01461_c	[0.002844324879002706, 0.003054450324819256, 0.003004389053122161]
rxn04908_c	[8.003770134110934e-05, 7.826310633383866e-05, 7.174980094784701e-05]
rxn00615_c	[0.05441369098638105, 0.05186983148803888, 0.04722047161037074]
rxn02521_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn07493_c	[0.03340498897689718, 0.03114105419856937, 0.03960481923066008]
rxn00569_c	[0.00019471858684478837, 0.0001576208015674513, 0.00022488743580668463]
rxn01626_c	[0.07101972212582523, 0.07474181384326582, 0.08884124606915504]
rxn06735_c	[0.02258616148143812, 0.024311366758429702, 0.022604399976226187]
rxn03483_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10191_c	[0.012060009162524914, 0.01335617375504195, 0.012438416985212582]
rxn01265_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00874_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00834_c	[0.0025606091466368335, 0.002595270281364077, 0.002906937830939264]
rxn00704_c	[1.0, 1.0, 1.0]
rxn01459_c	[0.021313323111603017, 0.017891602861255386, 0.022604399976226187]
rxn03641_c	[0.028746078003310215, 0.03114105419856937, 0.03135198578283049]
rxn02171_c	[0.014115305657411162, 0.014338567292589087, 0.017280993102916524]
rxn01671_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn02362_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05313_c	[0.02258616148143812, 0.024311366758429702, 0.016365915417693607]
rxn01905_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn07673_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01332_c	[0.0024740011862304095, 0.002535067891876508, 0.002545511594821378]
rxn10273_c	[0.0005387612433558255, 0.0005461998609872097, 0.0006339683904645586]
rxn01530_c	[8.003770134110934e-05, 7.826310633383866e-05, 7.174980094784701e-05]
rxn00785_c	[0.002261961007304336, 0.002482527624687358, 0.0025401571320640757]
rxn00693_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03909_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01101_c	[0.0015314676584970472, 0.0016243699272645675, 0.0019254648075258047]
rxn06094_c	[1.0, 1.0, 1.0]
rxn00355_c	[0.025018351928161982, 0.02500807259313583, 0.030129026489062714]
rxn02900_c	[0.03864208274823185, 0.03682142329394637, 0.0402061253983051]
rxn03084_c	[0.0016144918412314816, 0.002196292627396466, 0.002112871004031375]
rxn06600_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn06728_c	[0.02258616148143812, 0.024311366758429702, 0.022604399976226187]
rxn02005_c	[0.0007711094957565086, 0.0008099957858327359, 0.0008320835124847331]
rxn08808_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00558_c	[0.0008744417519655528, 0.0008882588921665745, 0.0009091877761898822]
rxn00346_c	[0.016494934031612504, 0.01660217713732165, 0.01901369725117946]
rxn04726_c	[8.003770134110934e-05, 7.826310633383866e-05, 7.174980094784701e-05]
rxn00550_c	[0.018080158355189398, 0.020558568715554653, 0.02197043158576163]
rxn07841_c	[0.0022147746012898015, 0.002196292627396466, 0.0022076449948356205]
rxn01859_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00194_c	[0.016494934031612504, 0.01660217713732165, 0.01901369725117946]
rxn05160_c	[0.00298110572681699, 0.002999720879830558, 0.003117368217301233]
rxn10288_c	[0.0005387612433558255, 0.0005461998609872097, 0.0006339683904645586]
rxn01851_c	[0.002014680347937028, 0.0018969225633082853, 0.002128398946027551]
rxn11834_c	[8.003770134110934e-05, 7.826310633383866e-05, 7.174980094784701e-05]
rxn05201_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn09449_c	[0.03340498897689718, 0.03235878434956791, 0.03960481923066008]
rxn02604_c	[0.023501219380352892, 0.024311366758429702, 0.0264890627066488]
rxn03002_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00314_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10280_c	[0.0005387612433558255, 0.0005461998609872097, 0.0006339683904645586]
rxn14138_c	[0.03340498897689718, 0.03114105419856937, 0.03960481923066008]
rxn05616_c	[0.05622230411817865, 0.05677523164237592, 0.05697362552279636]
rxn01507_c	[0.018080158355189398, 0.020558568715554653, 0.02197043158576163]
rxn01790_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00077_c	[0.014104554324395191, 0.003071142805540809, 0.014042614027300265]
rxn01388_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03638_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn02897_c	[0.023501219380352892, 0.02500807259313583, 0.030129026489062714]
rxn05126_c	[0.002014680347937028, 0.0018969225633082853, 0.002128398946027551]
rxn01406_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01446_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01068_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn10223_c	[0.01551417354204458, 0.014821828291839291, 0.014288919314136159]
rxn04658_c	[0.002014680347937028, 0.0018969225633082853, 0.002128398946027551]
rxn10260_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03915_c	[0.002014680347937028, 0.0018969225633082853, 0.002128398946027551]
rxn00541_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn03075_c	[0.023501219380352892, 0.02500807259313583, 0.026512086896505197]
rxn01368_c	[0.0015027974371211274, 0.001576208015674513, 0.001991324699440619]
rxn00134_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05233_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn09109_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00141_c	[0.02258616148143812, 0.017040559991681123, 0.01901369725117946]
rxn05375_c	[0.0009574659346999871, 0.0011493183447626658, 0.0009573779410056003]
rxn14294_c	[0.027532371965062946, 0.026953157068034174, 0.02715301608855425]
rxn01200_c	[0.002261961007304336, 0.002482527624687358, 0.0025401571320640757]
rxn00186_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01241_c	[0.0007699149031991787, 0.0008805967698681567, 0.001432318787578289]
rxn00859_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn07346_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn04744_c	[0.002014680347937028, 0.0018969225633082853, 0.002128398946027551]
rxn02185_c	[0.14762655364228283, 0.14441458649167838, 0.14011076241659756]
rxn00763_c	[8.003770134110934e-05, 7.826310633383866e-05, 7.174980094784701e-05]
rxn02473_c	[0.06168875966052068, 0.059482697285966814, 0.06551452906696881]
rxn06060_c	[0.00014812947710891877, 0.00014886409036925954, 0.000143499601895694]
rxn08656_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn01434_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn00912_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
rxn05644_c	[0.00298110572681699, 0.002999720879830558, 0.003117368217301233]
rxn12147_c	[0.00298110572681699, 0.003071142805540809, 0.0032383790756162585]
