	minimum	maximum
rxn01602_c	0.011459824527780002	0.03526099854701521
rxn05223_c	0.011459824527779995	0.03526099854701519
rxn01649_c	-1.931633466623887	-0.6277808766523676
rxn00085_c	29.185905631374	417.5871347641779
rxn09345_c	3.5525456036118	10.930909549574709
rxn01466_c	3.5525456036118	10.930909549574709
rxn02008_c	6.875894716668001	21.156599128209113
rxn03904_c	3.4379473583340006	10.578299564104556
rxn00778_c	-5.465762955914946	-1.7763729606722887
rxn03901_c	6.990492961945801	21.50920911367928
rxn00193_c	6.875894716668001	21.156599128209123
rxn10272_c	0.0028649561319450006	0.008815249636753801
rxn10770_c	-782.6664055319133	-134.92395188336775
rxn10281_c	0.005729912263890001	0.017630499273507603
rxn02341_c	0.012605806980558031	0.03878709840171573
rxn01519_c	0.36098447262507016	1.1107214542309791
rxn08797_c	-0.0264457489102614	-0.008594868395835
rxn05232_c	0.2864956131945	0.8815249636753801
rxn01513_c	0.2601380167806061	0.8004246670172454
rxn08307_c	0.0028649561319450006	0.008815249636753801
rxn02474_c	-0.038787098401598996	-0.012605806980559464
rxn01603_c	0.01145982452777962	0.03526099854701472
rxn00686_c	-0.8004246670172448	-0.2601380167806058
rxn00157_c	-899.4951941411365	-82.50429094877768
rxn05289_c	-12.03105270424146	-3.910092128878091
rxn00293_c	4.5161777241283225	13.89593145885632
EX_cpd00023_e	-28.06070264371501	155.4539218691858
EX_cpd00971_e	-0.03526099854707537	-0.011459824527778436
EX_cpd00051_e	-2.256703907008973	-0.73342876977792
EX_cpd10515_e	-0.035260998547015206	-0.011459824527780002
EX_cpd00009_e	-41.693881835352286	-13.55051159648756
EX_cpd00060_e	-1.9040939215388213	-0.6188305245001202
EX_cpd00067_e	70.01461251680954	335.55672110570373
EX_cpd00122_e	13.929416713516453	370.64409193999586
EX_cpd00035_e	-390.85451314637623	-30.182341166226717
EX_cpd00254_e	-0.03526099854707354	-0.011459824527833007
EX_cpd00205_e	-0.035260998547015206	-0.01145982452778
EX_cpd00065_e	-0.45134078140188194	-0.14668575395558037
EX_cpd00149_e	-0.03526099854707354	-0.011459824527833007
EX_cpd00099_e	-0.035260998547015206	-0.011459824527780002
EX_cpd00027_e	-500.33723983007184	-56.0796897777894
EX_cpd00226_e	0.7552413997842171	2.3238196916432026
EX_cpd00104_e	-0.03526099854701521	-0.011459824527780002
EX_cpd00011_e	142.98107481721092	848.5496547882753
EX_cpd00063_e	-0.035260998547015206	-0.011459824527779994
EX_cpd00156_e	-4.626243009368295	-1.5035289780447556
EX_cpd00039_e	-17.02401009849894	-5.5328032820121855
EX_cpd00322_e	-7.023990910565429	-2.282797045933776
EX_cpd00030_e	-0.035260998547015206	-0.011459824527780002
rxn05669_c	1.5035289780447363	4.626243009368395
rxn05244_c	2.282797045933776	7.023990910565429
EX_cpd00084_e	-0.948520860914708	-0.3082692797972821
rxn05237_c	0.3082692797972821	0.948520860914708
EX_cpd00644_e	-0.07404809694873092	-0.02406563150833803
R03018_c	0.02406563150833803	0.07404809694873093
EX_cpd00263_e	-0.0352609985470152	-0.011459824527779999
COG3601_c	0.01145982452778	0.0352609985470152
rxn08168_c	-161.2217002287431	285.4958422132084
rxn01484_c	-413.66251016735254	-27.910402637407692
EX_cpd00107_e	-6.417501735556763	-2.08568806405596
rxn05243_c	2.0856880640559585	6.417501735556767
EX_cpd00069_e	-2.933715079111665	-0.9534574007112961
rxn18579_c	0.953457400711296	2.9337150791116646
EX_cpd00066_e	-3.088863472718532	-1.0038806286335278
rxn18584_c	1.0038806286335278	3.088863472718532
EX_cpd00129_e	-171.54321983613647	-0.6279983841223443
rxn05165_c	0.6279983841223609	171.54321983613656
rxn05164_c	0.3117072271556161	0.9590991604788137
EX_cpd00119_e	-0.9590991604788137	-0.3117072271556161
rxn10144_c	1.476025399178064	4.541616612855559
EX_cpd00132_e	-4.541616612855559	-1.476025399178064
rxn05169_c	1.136814593155776	3.4978910558639082
EX_cpd00161_e	-3.4978910558639087	-1.136814593155776
rxn05151_c	5.532803282012185	17.02401009849894
rxn34357_c	109.32485528383808	744.9920562240706
EX_cpd00041_e	-744.9920562240687	-109.32485528383859
rxn11676_c	-14.566318499771683	-4.734053512425362
EX_cpd00029_e	49.52749988764076	470.2437965161459
rxn08061_c	-470.24379651614805	-49.52749988764076
rxn03141_c	3.4379473583340006	10.578299564104562
peptidoglycan_rxn	3.4379473583340006	10.578299564104562
cellwall_rxn	2.291964905556	7.05219970940304
lipid_rxn	0.5729912263890001	1.7630499273507603
cofactor_rxn	2.291964905556	7.052199709403041
biomass	11.45982452778	35.2609985470152
SK_cpd11416_c	11.459824527779993	35.260998547015184
rxn05467_c	-848.5496547882788	-142.98107481721092
rxn08186_c	0.011459824527779992	0.035260998547015206
rxn08952_c	0.01145982452778	0.035260998547015206
EX_cpd00013_e	-169.25415334299774	608.5053142791845
rxn05466_c	-608.505314279183	169.25415334299396
rxn09142_c	-0.008815249636753796	-0.0028649561319449997
rxn00530_c	-0.03526099854701518	-0.011459824527779999
rxn09145_c	-0.026445748910261396	-0.008594868395835
rxn13139_c	-1.93163346662357	-0.6277808766526898
rxn03167_c	0.011459824527557077	0.03526099854701472
rxn00341_c	-7.613277654822887	-2.474315237817239
rxn00620_c	-0.3526099854701521	-0.11459824527780003
rxn02476_c	0.022919649055559623	0.07052199709402993
rxn00777_c	-3.641491237373512	-1.1834846521460827
rxn01014_c	-0.03526099854701499	-0.011459824527779456
rxn01359_c	-157.13767159584668	293.10911986803137
rxn00970_c	0.011459824527779997	0.03526099854701519
rxn05227_c	-285.3195372204729	161.31627639830955
rxn05293_c	39.0780016397298	120.24000504532185
rxn09341_c	-29.122486768502164	-9.464808199763041
rxn13914_c	3.4379473583340006	10.578299564104562
rxn09147_c	-0.0264457489102614	-0.008594868395835002
rxn10030_c	0.022919649055559994	0.07052199709403038
rxn12239_c	0.011459824527779997	0.03526099854701519
rxn02928_c	-10.57829956410456	-3.437947358334
rxn00605_c	-21.562100611499798	-7.00768269873747
rxn02011_c	3.4379473583340006	10.578299564104562
rxn01644_c	3.437947358334	10.57829956410456
rxn10663_c	14.539283394666796	103.10881175896778
rxn07466_c	-21.156599128209123	-6.875894716668
rxn09429_c	-0.0528914978205228	-0.01718973679167
rxn01520_c	0.2601380167806061	0.8004246670172454
rxn05039_c	0.012605806980557854	0.03878709840171724
rxn09065_c	0.00572991226389	0.0176304992735076
rxn10484_c	3.4379473583340006	10.578299564104562
rxn10840_c	-2.256703907008973	-0.73342876977792
rxn03852_c	0.1145982452778	0.352609985470152
rxn10036_c	14.539283394666743	103.10881175896736
rxn08131_c	0.011459824527779999	0.03526099854701519
rxn09063_c	0.00572991226389	0.0176304992735076
rxn00958_c	0.011459824527779999	0.03526099854701519
rxn01669_c	-0.17630499273511	-0.057299122639003074
rxn05744_c	0.017189736791669998	0.052891497820522805
rxn02286_c	6.875894716668	21.15659912820912
rxn08040_c	0.11459824527780002	0.35260998547015204
rxn13251_c	-285.49584221320845	161.22170022874346
rxn01539_c	0.01145982452778	0.03526099854701521
rxn06300_c	1.2101574701335687	3.7235614465648066
rxn06432_c	0.73342876977792	2.256703907008973
rxn06434_c	1.4760253991780643	4.541616612855559
rxn06936_c	1.3110039259780322	4.033858233778539
rxn06435_c	0.284203648288944	0.8744727639659771
rxn06437_c	0.55007157733344	1.6925279302567298
rxn06436_c	1.682302240678104	5.176314586701832
rxn06438_c	1.4393539606891683	4.42878141750511
rxn06439_c	0.31170722715561605	0.9590991604788136
rxn06440_c	2.282797045933776	7.023990910565428
rxn06441_c	2.0856880640559603	6.417501735556768
rxn06442_c	2.0948559236781845	6.4457105343943795
rxn06443_c	0.6188305245001201	1.9040939215388213
rxn06444_c	1.003880628633528	3.0888634727185313
rxn06445_c	0.6279983841223442	1.9323027203764336
rxn06446_c	1.5172807674780724	4.668556207624814
rxn06447_c	1.136814593155776	3.4978910558639082
rxn06448_c	0.14668575395558403	0.4513407814017947
rxn06280_c	0.9534574007112963	2.933715079111665
rxn06449_c	1.5035289780447363	4.626243009368395
protein_rxn	4.583929811112001	14.104399418806082
rxn34423_c	0.01145982452778	0.035260998547015206
rxn12188_c	-0.008815249636753803	-0.0028649561319449997
rxn00504_c	0.0	170.50666501766838
rxn00367_c	-120.29642264299706	-39.09633735897424
rxn09655_c	-21.5621006114998	-7.0076826987374705
rxn12212_c	108.3333333333321	333.33333333333337
rxn10042_c	324.99999999999625	1000.0
rxn05147_c	56.07968977779006	500.33723983006837
rxn05562_c	-21.509209113679272	-6.990492961945799
EX_cpd00089_e	6.990492961945799	21.509209113679272
rxn05559_c	-899.7173384319825	-82.5764878433045
EX_cpd00047_e	82.5764878433045	899.7173384319825
rxn05703_c	-383.56955806527486	0.0
EX_cpd00165_e	0.0	383.5695580652729
teichoicacid_rxn	0.11459824527779999	0.352609985470152
rna_rxn	2.8674772933411123	8.823007056434143
dna_rxn	0.5729912263890001	1.7630499273507603
rxn00173_c	82.18341586200164	898.5078861818196
R00258_c	10.063473225254597	328.95030409723904
